,date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carmelo1_pre,carmelo2_pre,carmelo1_post,carmelo2_post,carmelo_prob1,carmelo_prob2,score1,score2,team2_Pace,team2_eFG%,team2_TOV%,team2_ORB%,team2_FT/FGA,team2_ORtg,team2_DRtg,team2_NetRtg,team1_Pace,team1_eFG%,team1_TOV%,team1_ORB%,team1_FT/FGA,team1_ORtg,team1_DRtg,team1_NetRtg
38042,1995-11-03,1996,0,,CHI,CHH,1591.5808,1538.4564,0.7071236217938633,0.29287637820613666,1598.2924,1531.7449,,,,,,,105.0,91.0,91.8,0.48700000000000004,17.8,34.1,0.20800000000000002,99.2,114.4,-15.200000000000003,91.8,0.523,11.9,34.1,0.174,114.4,99.2,15.200000000000003
38043,1995-11-03,1996,0,,BOS,MIL,1471.0203,1431.9424,0.6901021168938342,0.30989788310616584,1464.7432,1438.2195,,,,,,,100.0,101.0,93.7,0.465,11.6,34.7,0.244,107.8,106.7,1.0999999999999943,93.7,0.48100000000000004,12.2,26.1,0.304,106.7,107.8,-1.0999999999999943
38044,1995-11-03,1996,0,,ATL,IND,1515.6469,1596.1316,0.5280552755266825,0.4719447244733175,1508.0967,1603.6818,,,,,,,106.0,111.0,89.2,0.575,20.7,38.1,0.7,124.5,118.9,5.599999999999994,89.2,0.521,11.4,34.1,0.41100000000000003,118.9,124.5,-5.599999999999994
38045,1995-11-03,1996,0,,PHI,WSB,1380.3475,1356.8322,0.6706245642453346,0.32937543575466544,1383.2443,1353.9354,,,,,,,105.0,103.0,98.3,0.495,16.5,39.1,0.106,104.8,106.9,-2.1000000000000085,98.3,0.5,19.4,44.7,0.29600000000000004,106.9,104.8,2.1000000000000085
38046,1995-11-03,1996,0,,DET,NYK,1370.1987,1601.5212,0.31952554107593306,0.680474458924067,1365.7269,1605.993,,,,,,,100.0,106.0,92.7,0.607,18.6,22.6,0.2,114.4,107.9,6.5,92.7,0.488,11.1,30.6,0.244,107.9,114.4,-6.5
38047,1995-11-03,1996,0,,HOU,GSW,1625.0963,1395.6929,0.8694606537517956,0.1305393462482044,1628.2434,1392.5458,,,,,,,110.0,92.0,96.1,0.426,10.0,24.4,0.193,95.8,114.5,-18.700000000000003,96.1,0.529,14.9,34.9,0.221,114.5,95.8,18.700000000000003
38048,1995-11-03,1996,0,,ORL,CLE,1574.757,1485.0374,0.7487795562284579,0.2512204437715421,1579.5604,1480.2339,,,,,,,99.0,88.0,81.1,0.5479999999999999,11.4,19.4,0.302,108.5,122.1,-13.599999999999994,81.1,0.52,11.1,35.9,0.263,122.1,108.5,13.599999999999994
38049,1995-11-03,1996,0,,LAL,DEN,1521.2656,1536.4289999999999,0.619719714044651,0.38028028595534896,1524.707,1532.9875,,,,,,,98.0,96.0,97.6,0.488,17.8,31.6,0.195,98.4,100.4,-2.0,97.6,0.475,23.0,37.5,0.29100000000000004,100.4,98.4,2.0
38050,1995-11-03,1996,0,,LAC,PHO,1365.5083,1585.3243,0.3340961780748961,0.6659038219251039,1376.8986,1573.9341,,,,,,,112.0,106.0,99.6,0.48700000000000004,19.0,28.9,0.40299999999999997,106.5,112.5,-6.0,99.6,0.474,7.7,32.0,0.23199999999999998,112.5,106.5,6.0
38051,1995-11-03,1996,0,,SAS,DAL,1631.8755,1465.0327,0.8228927847792469,0.17710721522075312,1615.6949,1481.2133,,,,,,,97.0,103.0,100.1,0.494,14.6,36.6,0.16899999999999998,102.9,96.9,6.0,100.1,0.43799999999999994,14.9,29.2,0.213,96.9,102.9,-6.0
38052,1995-11-03,1996,0,,SAC,MIN,1483.2878,1353.5055,0.7896360880906064,0.21036391190939366,1486.7472,1350.0461,,,,,,,95.0,86.0,93.0,0.386,17.9,35.4,0.316,92.5,102.1,-9.599999999999994,93.0,0.545,20.5,18.8,0.32799999999999996,102.1,92.5,9.599999999999994
38053,1995-11-03,1996,0,,POR,VAN,1534.479,1300.0,0.8727411604257975,0.12725883957420248,1506.7478,1327.7312,,,,,,,80.0,92.0,94.4,0.447,16.7,26.3,0.33299999999999996,97.5,84.8,12.700000000000003,94.4,0.389,21.6,44.2,0.21,84.8,97.5,-12.700000000000003
38054,1995-11-03,1996,0,,TOR,NJN,1300.0,1404.0516,0.4941695431889888,0.5058304568110112,1313.6648,1390.3868,,,,,,,94.0,79.0,99.3,0.345,22.7,40.0,0.25,79.5,94.6,-15.099999999999994,99.3,0.493,14.3,16.3,0.25,94.6,79.5,15.099999999999994
38055,1995-11-03,1996,0,,UTA,SEA,1604.3601,1626.5767,0.6101058663257074,0.3898941336742926,1615.5409,1615.3959,,,,,,,112.0,94.0,89.8,0.529,19.0,23.5,0.28600000000000003,104.7,124.7,-20.0,89.8,0.542,12.8,42.9,0.25,124.7,104.7,20.0
38056,1995-11-04,1996,0,,DAL,GSW,1481.2133,1392.5458,0.7476385836912023,0.2523614163087977,1487.1174,1386.6416,,,,,,,99.0,84.0,90.9,0.41700000000000004,12.7,21.3,0.244,92.4,108.9,-16.5,90.9,0.451,13.6,45.8,0.187,108.9,92.4,16.5
38057,1995-11-04,1996,0,,CHI,BOS,1598.2924,1464.7432,0.7932154207151888,0.2067845792848112,1604.394,1458.6415,,,,,,,107.0,85.0,102.1,0.423,21.8,25.0,0.35200000000000004,83.3,104.8,-21.5,102.1,0.511,14.7,26.7,0.193,104.8,83.3,21.5
38058,1995-11-04,1996,0,,CHH,PHI,1531.7449,1383.2443,0.8069767863594809,0.19302321364051897,1535.2908,1379.6982,,,,,,,119.0,108.0,107.4,0.525,21.6,30.6,0.284,100.5,110.8,-10.299999999999997,107.4,0.511,14.5,27.7,0.258,110.8,100.5,10.299999999999997
38059,1995-11-04,1996,0,,ATL,ORL,1508.0967,1579.5604,0.540974939216822,0.459025060783178,1529.1366,1558.5205,,,,,,,124.0,91.0,92.7,0.424,13.4,37.2,0.22399999999999998,98.2,133.8,-35.60000000000001,92.7,0.621,10.2,29.7,0.184,133.8,98.2,35.60000000000001
38060,1995-11-04,1996,0,,IND,TOR,1603.6818,1313.6648,0.9042286192932876,0.09577138070671233,1605.0073,1312.3392,,,,,,,97.0,89.0,87.0,0.405,10.2,34.6,0.25,102.3,111.4,-9.100000000000009,87.0,0.5379999999999999,17.3,32.1,0.39399999999999996,111.4,102.3,9.100000000000009
38061,1995-11-04,1996,0,,DEN,SAS,1532.9875,1615.6949,0.5248655224449701,0.4751344775550299,1523.3229999999999,1625.3595,,,,,,,108.0,116.0,101.8,0.5720000000000001,15.1,20.0,0.253,114.0,106.1,7.900000000000006,101.8,0.517,14.6,29.8,0.18,106.1,114.0,-7.900000000000006
38062,1995-11-04,1996,0,,MIA,CLE,1458.3706,1480.2339,0.6105895415556101,0.3894104584443899,1467.7982,1470.8063,,,,,,,85.0,71.0,80.6,0.419,16.1,26.2,0.20600000000000002,88.1,105.4,-17.30000000000001,80.6,0.45,22.3,43.8,0.517,105.4,88.1,17.30000000000001
38063,1995-11-04,1996,0,,WSB,DET,1353.9354,1365.7269,0.6242833171552129,0.3757166828447871,1361.6643,1357.9979999999998,,,,,,,100.0,89.0,91.4,0.447,16.8,25.6,0.455,97.4,109.4,-12.0,91.4,0.528,16.7,19.4,0.35200000000000004,109.4,97.4,12.0
38064,1995-11-04,1996,0,,SEA,LAL,1615.3959,1524.707,0.7498276962515218,0.2501723037484782,1620.9794,1519.1235,,,,,,,103.0,89.0,86.6,0.386,15.7,33.3,0.5760000000000001,102.8,119.0,-16.200000000000003,86.6,0.5,10.2,37.5,0.256,119.0,102.8,16.200000000000003
