,date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carmelo1_pre,carmelo2_pre,carmelo1_post,carmelo2_post,carmelo_prob1,carmelo_prob2,score1,score2,team2_Pace,team2_eFG%,team2_TOV%,team2_ORB%,team2_FT/FGA,team2_ORtg,team2_DRtg,team2_NetRtg,team1_Pace,team1_eFG%,team1_TOV%,team1_ORB%,team1_FT/FGA,team1_ORtg,team1_DRtg,team1_NetRtg
24793,1983-10-28,1984,0,,CLE,NYK,1381.7836,1585.6497,0.3548239821626713,0.6451760178373287,1376.2715,1591.1617,,,,,,,106.0,113.0,90.7,0.59,15.6,48.5,0.269,124.5,116.8,7.700000000000002,90.7,0.513,15.8,48.6,0.333,116.8,124.5,-7.700000000000002
24794,1983-10-28,1984,0,,PHI,WSB,1680.4036,1542.6188,0.7971860995461716,0.2028139004538284,1682.3088,1540.7135,,,,,,,117.0,114.0,103.5,0.561,18.1,27.8,0.268,110.1,113.0,-2.9000000000000057,103.5,0.512,16.6,36.6,0.402,113.0,110.1,2.9000000000000057
24795,1983-10-28,1984,0,,DEN,UTA,1538.7487,1430.063,0.7687544464614401,0.2312455535385599,1543.8461,1424.9656,,,,,,,139.0,125.0,108.1,0.5,5.8,21.3,0.25,115.6,128.6,-13.0,108.1,0.539,8.5,41.3,0.284,128.6,115.6,13.0
24796,1983-10-28,1984,0,,POR,SDC,1529.344,1378.8689,0.8087410605598547,0.19125893944014527,1533.4425,1374.7704,,,,,,,107.0,93.0,95.0,0.5,17.8,20.6,0.348,97.9,112.6,-14.699999999999989,95.0,0.506,15.3,27.3,0.309,112.6,97.9,14.699999999999989
24797,1983-10-28,1984,0,,SEA,GSW,1540.0374,1436.8497,0.7630803758763639,0.2369196241236361,1532.6714,1444.2157,,,,,,,109.0,110.0,101.6,0.472,15.3,47.7,0.292,108.3,107.3,1.0,101.6,0.534,19.1,23.5,0.405,107.3,108.3,-1.0
24798,1983-10-28,1984,0,,DET,BOS,1481.0853,1545.0776,0.5516345103515545,0.4483654896484455,1487.8253,1538.3376,,,,,,,127.0,121.0,111.3,0.471,17.3,30.8,0.465,108.7,114.1,-5.399999999999992,111.3,0.42,8.9,32.7,0.43,114.1,108.7,5.399999999999992
24799,1983-10-28,1984,0,,NJN,ATL,1544.6565,1502.9988,0.6932690683748259,0.3067309316251741,1553.0487,1494.6066,,,,,,,126.0,108.0,104.6,0.456,13.7,32.6,0.289,103.3,120.5,-17.200000000000006,104.6,0.574,15.9,50.0,0.284,120.5,103.3,17.200000000000006
24800,1983-10-28,1984,0,,KCK,LAL,1531.5054,1581.1077,0.5720236701284365,0.4279763298715635,1519.1343,1593.4788,,,,,,,107.0,117.0,103.5,0.551,14.5,27.3,0.213,113.1,103.4,9.699999999999989,103.5,0.484,17.6,42.0,0.183,103.4,113.1,-9.699999999999989
24801,1983-10-28,1984,0,,MIL,IND,1577.8187,1367.3145,0.8566089322579369,0.14339106774206312,1581.7119,1363.4213,,,,,,,104.0,83.0,102.5,0.337,14.4,38.1,0.125,81.0,101.5,-20.5,102.5,0.433,14.9,42.0,0.206,101.5,81.0,20.5
24802,1983-10-29,1984,0,,IND,PHI,1363.4213,1682.3088,0.22097083902023928,0.7790291609797607,1359.045,1686.6851,,,,,,,112.0,124.0,100.6,0.536,20.7,40.9,0.422,111.7,100.9,10.799999999999995,100.6,0.453,19.4,39.2,0.274,100.9,111.7,-10.799999999999995
