Season,Team,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NetRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attend.,Attend./G,ELO
1994,Los Angeles Clippers,20.0,27.0,27.0,55.0,26.0,56.0,-5.72,0.44,-5.28,102.9,108.6,-5.699999999999987,99.6,0.297,0.11599999999999999,0.521,0.484,15.4,30.4,0.21100000000000002,0.494,14.0,64.1,0.213,Los Angeles Memorial Sports Arena,471034.0,,1341.6014
1994,Los Angeles Lakers,18.0,26.5,33.0,49.0,29.0,53.0,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.26899999999999996,0.11,0.503,0.466,12.8,33.2,0.193,0.4920000000000001,14.3,63.2,0.24,Great Western Forum,545915.0,,1403.5938
1994,Miami Heat,13.0,26.0,42.0,40.0,48.0,34.0,2.67,-0.27,2.4,109.5,106.7,2.799999999999997,93.8,0.322,0.145,0.5379999999999999,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,Miami Arena,617242.0,,1519.1305
1994,Milwaukee Bucks,22.0,26.1,20.0,62.0,24.0,58.0,-6.48,0.24,-6.24,102.5,109.3,-6.799999999999998,94.5,0.32,0.15,0.512,0.47100000000000003,14.7,31.1,0.225,0.513,15.7,66.5,0.254,Bradley Center,634047.0,,1282.147
1994,Minnesota Timberwolves,23.0,26.2,20.0,62.0,23.0,59.0,-6.93,0.38,-6.55,101.9,109.2,-7.299999999999998,94.7,0.35200000000000004,0.085,0.525,0.47100000000000003,16.4,30.1,0.272,0.488,12.8,68.0,0.259,Target Center,733419.0,,1255.8010000000004
1994,New Jersey Nets,14.0,26.6,45.0,37.0,47.0,35.0,2.2,-0.08,2.11,107.2,104.9,2.299999999999997,95.5,0.35100000000000003,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,658304.0,,1556.6289
1994,New York Knicks,2.0,28.9,57.0,25.0,60.0,22.0,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.23199999999999998,0.451,16.0,71.4,0.261,Madison Square Garden (IV),810193.0,,1652.3975
1994,Orlando Magic,8.0,25.8,50.0,32.0,52.0,30.0,3.89,-0.21,3.68,110.8,106.7,4.099999999999993,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214,Orlando Arena,626931.0,,1621.5413
1994,Philadelphia 76ers,25.0,27.2,25.0,57.0,21.0,61.0,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177,The Spectrum,491769.0,,1306.6183
1994,Phoenix Suns,5.0,28.7,56.0,26.0,54.0,28.0,4.84,-0.17,4.68,111.7,106.8,4.900000000000006,96.7,0.325,0.147,0.5479999999999999,0.509,13.9,35.2,0.23600000000000002,0.493,13.5,69.3,0.20199999999999999,America West Arena,779952.0,,1655.1932
1994,Portland Trail Blazers,12.0,28.6,47.0,35.0,48.0,34.0,2.63,-0.04,2.6,108.1,105.5,2.5999999999999943,98.8,0.32299999999999995,0.10400000000000001,0.518,0.47200000000000003,12.5,34.4,0.24,0.49,14.8,70.8,0.235,Memorial Coliseum,528408.0,,1568.3868
1994,Sacramento Kings,21.0,26.7,28.0,54.0,26.0,56.0,-5.77,0.44,-5.32,103.3,109.2,-5.900000000000006,97.5,0.326,0.10400000000000001,0.516,0.47100000000000003,14.2,30.4,0.239,0.499,14.2,66.4,0.252,ARCO Arena (II),710497.0,,1385.7539
1994,San Antonio Spurs,3.0,29.0,55.0,27.0,56.0,26.0,5.26,-0.21,5.05,110.4,104.6,5.800000000000013,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196,Alamodome,904190.0,,1628.264
1994,Seattle SuperSonics,1.0,28.1,63.0,19.0,64.0,18.0,9.09,-0.41,8.68,111.1,101.5,9.599999999999994,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272,Seattle Center Coliseum,601369.0,,1706.9999
1994,Utah Jazz,7.0,29.4,53.0,29.0,53.0,29.0,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,Delta Center,814502.0,,1615.5739
1994,Washington Bullets,24.0,25.8,24.0,58.0,22.0,60.0,-7.38,0.25,-7.13,104.5,112.2,-7.700000000000002,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.20600000000000002,US Airways Arena,619756.0,,1344.3734
1995,Atlanta Hawks,12.0,28.2,42.0,40.0,45.0,37.0,1.28,-0.22,1.06,106.6,105.2,1.3999999999999917,89.8,0.292,0.237,0.525,0.48700000000000004,13.9,31.6,0.21100000000000002,0.495,15.6,68.4,0.215,Omni Coliseum,504807.0,,1542.4812
1995,Boston Celtics,18.0,27.2,35.0,47.0,36.0,46.0,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,0.331,0.14400000000000002,0.537,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235,Boston Garden,606070.0,,1464.3521
1995,Charlotte Hornets,9.0,28.0,50.0,32.0,50.0,32.0,3.28,-0.41,2.87,109.6,106.1,3.5,91.2,0.317,0.21899999999999997,0.562,0.517,14.3,26.0,0.247,0.485,13.8,68.5,0.20199999999999999,Charlotte Coliseum,971618.0,,1555.5403
1995,Chicago Bulls,5.0,28.1,47.0,35.0,54.0,28.0,4.83,-0.51,4.32,109.5,104.3,5.200000000000003,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.22399999999999998,0.488,16.7,68.2,0.263,United Center,926218.0,,1632.8889
1995,Cleveland Cavaliers,14.0,28.3,43.0,39.0,43.0,39.0,0.62,-0.07,0.55,105.3,104.6,0.7000000000000028,84.8,0.317,0.165,0.52,0.47200000000000003,14.2,31.8,0.24100000000000002,0.493,15.0,72.4,0.22399999999999998,Gund Arena,833850.0,,1484.4396
1995,Dallas Mavericks,19.0,24.3,36.0,46.0,33.0,49.0,-2.9,0.51,-2.39,107.6,110.6,-3.0,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.519,13.7,69.8,0.20800000000000002,Reunion Arena,678433.0,,1451.7103
1995,Denver Nuggets,13.0,26.6,41.0,41.0,43.0,39.0,0.84,0.11,0.96,109.1,108.2,0.8999999999999915,91.5,0.35700000000000004,0.18,0.556,0.511,15.6,32.0,0.263,0.48700000000000004,13.2,70.2,0.257,McNichols Sports Arena,704011.0,,1563.6819
1995,Detroit Pistons,25.0,26.9,28.0,54.0,22.0,60.0,-7.29,0.21,-7.08,105.1,112.9,-7.800000000000013,93.2,0.293,0.21,0.5379999999999999,0.499,15.0,28.3,0.217,0.51,14.2,65.8,0.299,The Palace of Auburn Hills,719090.0,,1325.2649
1995,Golden State Warriors,22.0,26.0,26.0,56.0,27.0,55.0,-5.41,0.51,-4.9,106.7,112.2,-5.5,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.522,13.9,66.5,0.21600000000000005,Oakland-Alameda County Coliseum Arena,616025.0,,1359.2572
1995,Houston Rockets,11.0,28.5,47.0,35.0,47.0,35.0,2.12,0.2,2.32,109.7,107.4,2.299999999999997,94.2,0.31,0.267,0.568,0.529,15.0,26.9,0.23199999999999998,0.489,13.9,67.7,0.19899999999999998,The Summit,653389.0,,1530.9219
1995,Indiana Pacers,8.0,28.7,52.0,30.0,52.0,30.0,3.7,-0.34,3.35,109.6,105.6,4.0,90.0,0.38299999999999995,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237,Market Square Arena,654428.0,,1612.443
1995,League Average,,27.2,,,41.0,41.0,0.0,0.01,0.01,108.3,108.3,0.0,92.9,0.332,0.188,0.5429999999999999,0.5,14.6,31.4,0.245,0.5,14.6,68.6,0.245,,685305.0,,1498.5470925925927
1995,Los Angeles Clippers,27.0,24.9,17.0,65.0,18.0,64.0,-9.16,0.73,-8.43,101.5,111.1,-9.599999999999994,94.3,0.302,0.153,0.508,0.46799999999999997,14.6,29.6,0.214,0.526,16.6,65.7,0.29,Los Angeles Memorial Sports Arena,438244.0,,1319.0111
1995,Los Angeles Lakers,15.0,25.9,48.0,34.0,40.0,42.0,-0.22,0.21,-0.01,109.1,109.4,-0.30000000000001137,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.22399999999999998,Great Western Forum,591125.0,,1505.5339
1995,Miami Heat,17.0,27.1,32.0,50.0,36.0,46.0,-1.63,-0.21,-1.85,108.2,109.9,-1.7000000000000028,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264,Miami Arena,598761.0,,1442.8275
1995,Milwaukee Bucks,21.0,25.7,34.0,48.0,29.0,53.0,-4.37,0.07,-4.3,106.2,110.9,-4.700000000000003,92.7,0.34299999999999997,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23,Bradley Center,670720.0,,1407.5898
1995,Minnesota Timberwolves,26.0,25.4,21.0,61.0,18.0,64.0,-9.0,0.78,-8.22,102.6,112.4,-9.800000000000011,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28,Target Center,603518.0,,1303.0073
1995,New Jersey Nets,20.0,27.5,30.0,52.0,32.0,50.0,-3.13,-0.14,-3.28,105.2,108.6,-3.3999999999999915,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Brendan Byrne Arena,684102.0,,1370.4022
1995,New York Knicks,10.0,29.4,55.0,27.0,50.0,32.0,3.11,-0.33,2.78,107.2,103.8,3.4000000000000057,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.46799999999999997,14.4,70.8,0.281,Madison Square Garden (IV),810283.0,,1623.5875
1995,Orlando Magic,3.0,26.6,57.0,25.0,59.0,23.0,7.06,-0.62,6.44,115.1,107.8,7.299999999999998,95.1,0.35700000000000004,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22,Orlando Arena,656410.0,,1599.7856
1995,Philadelphia 76ers,23.0,25.1,24.0,58.0,27.0,55.0,-5.07,0.01,-5.06,104.1,109.7,-5.6000000000000085,91.0,0.32299999999999995,0.142,0.521,0.475,15.3,32.3,0.23800000000000002,0.5,14.6,66.1,0.235,CoreStates Spectrum,507806.0,,1338.7968
1995,Phoenix Suns,6.0,29.2,59.0,23.0,51.0,31.0,3.88,-0.02,3.86,114.5,110.4,4.099999999999993,95.9,0.33799999999999997,0.22699999999999998,0.5670000000000001,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228,America West Arena,779943.0,,1615.4131
1995,Portland Trail Blazers,7.0,29.3,44.0,38.0,52.0,30.0,3.82,-0.02,3.8,109.7,105.7,4.0,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.27699999999999997,Memorial Coliseum,529759.0,,1569.8682
1995,Sacramento Kings,16.0,26.4,39.0,43.0,38.0,44.0,-1.0,0.26,-0.74,105.5,106.5,-1.0,92.3,0.359,0.16,0.5379999999999999,0.496,16.2,32.1,0.255,0.48100000000000004,15.0,67.0,0.28,ARCO Arena (II),709997.0,,1476.0505
1995,San Antonio Spurs,4.0,29.0,62.0,20.0,57.0,25.0,5.96,-0.06,5.9,111.7,105.4,6.299999999999998,94.6,0.3720000000000001,0.17300000000000001,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214,Alamodome,920413.0,,1693.6779
1995,Seattle SuperSonics,1.0,28.7,57.0,25.0,61.0,21.0,8.18,-0.27,7.91,114.8,106.3,8.5,95.5,0.38,0.19399999999999998,0.575,0.527,14.1,32.6,0.28800000000000003,0.4920000000000001,16.1,68.7,0.278,Tacoma Dome,633604.0,,1688.371
1995,Utah Jazz,2.0,29.6,60.0,22.0,61.0,21.0,7.99,-0.23,7.76,114.3,105.7,8.599999999999994,92.6,0.392,0.126,0.5870000000000001,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292,Delta Center,811159.0,,1676.4249
1995,Washington Bullets,24.0,24.5,21.0,61.0,26.0,56.0,-5.6,0.04,-5.56,105.4,111.3,-5.8999999999999915,94.5,0.292,0.183,0.529,0.4920000000000001,14.3,29.3,0.21100000000000002,0.512,14.9,66.7,0.262,US Airways Arena,689463.0,,1307.4429
1996,Atlanta Hawks,14.0,28.1,46.0,36.0,45.0,37.0,1.22,0.07,1.29,109.4,108.0,1.4000000000000057,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.22899999999999998,0.512,16.3,67.1,0.217,Omni Coliseum,496668.0,,1560.8859
1996,Boston Celtics,21.0,26.3,33.0,49.0,32.0,50.0,-3.4,0.03,-3.37,106.4,109.9,-3.5,96.2,0.32899999999999996,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70.0,0.258,FleetCenter,730842.0,,1426.5286
1996,Charlotte Hornets,17.0,27.8,41.0,41.0,39.0,43.0,-0.57,0.09,-0.48,111.2,111.8,-0.5999999999999943,91.6,0.32,0.23,0.5579999999999999,0.514,14.1,29.5,0.24600000000000002,0.529,13.9,70.3,0.217,Charlotte Coliseum,985722.0,,1474.7629
1996,Chicago Bulls,1.0,29.9,72.0,10.0,70.0,12.0,12.24,-0.44,11.8,115.2,101.8,13.400000000000004,91.1,0.29100000000000004,0.196,0.555,0.517,13.1,36.9,0.217,0.48200000000000004,16.1,71.1,0.222,United Center,969149.0,24544.0,1786.0736
1996,Cleveland Cavaliers,8.0,27.5,47.0,35.0,49.0,33.0,2.59,-0.09,2.49,109.9,106.7,3.200000000000003,82.3,0.29600000000000004,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,Gund Arena,730095.0,,1563.5458
1996,Dallas Mavericks,24.0,25.1,26.0,56.0,28.0,54.0,-4.9,0.19,-4.71,106.1,111.2,-5.1000000000000085,95.4,0.266,0.27399999999999997,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222,Reunion Arena,684138.0,,1345.8171
1996,Denver Nuggets,19.0,26.8,35.0,47.0,33.0,49.0,-2.71,0.09,-2.62,105.2,108.1,-2.8999999999999915,92.2,0.326,0.172,0.526,0.48100000000000004,14.2,30.7,0.242,0.4920000000000001,12.8,72.7,0.237,McNichols Sports Arena,675425.0,,1404.3936
1996,Detroit Pistons,9.0,26.8,46.0,36.0,49.0,33.0,2.5,-0.05,2.45,107.9,105.1,2.800000000000012,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.22899999999999998,The Palace of Auburn Hills,730573.0,,1546.479
1996,Golden State Warriors,18.0,27.0,36.0,46.0,37.0,45.0,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.23199999999999998,Oakland-Alameda County Coliseum Arena,616025.0,,1440.7861
1996,Houston Rockets,12.0,29.0,48.0,34.0,46.0,36.0,1.74,-0.12,1.63,109.3,107.4,1.899999999999992,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.20600000000000002,The Summit,667840.0,,1484.912
1996,Indiana Pacers,7.0,29.4,52.0,30.0,50.0,32.0,3.24,-0.14,3.11,110.8,107.2,3.5999999999999943,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271,Market Square Arena,673967.0,,1601.7467
1996,League Average,,27.6,,,41.0,41.0,0.0,0.0,0.0,107.6,107.6,0.0,91.8,0.32899999999999996,0.2,0.542,0.499,14.7,30.6,0.243,0.499,14.7,69.4,0.243,,703139.0,24544.0,1486.3561241379311
1996,Los Angeles Clippers,22.0,25.2,29.0,53.0,31.0,51.0,-3.6,0.13,-3.46,106.5,110.3,-3.799999999999997,93.2,0.3,0.20800000000000002,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282,Los Angeles Memorial Sports Arena,405495.0,,1367.5909
1996,Los Angeles Lakers,6.0,27.1,53.0,29.0,53.0,29.0,4.45,-0.24,4.21,111.4,106.6,4.800000000000012,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205,Great Western Forum,649634.0,,1658.0958
1996,Miami Heat,13.0,27.4,42.0,40.0,45.0,37.0,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298,Miami Arena,606088.0,,1535.3723
1996,Milwaukee Bucks,25.0,27.5,25.0,57.0,26.0,56.0,-5.3,0.38,-4.92,105.6,111.5,-5.900000000000006,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248,Bradley Center,647088.0,,1339.7128
1996,Minnesota Timberwolves,26.0,26.4,26.0,56.0,26.0,56.0,-5.35,0.22,-5.14,104.1,109.8,-5.700000000000002,93.5,0.35700000000000004,0.132,0.535,0.48,16.0,29.8,0.27699999999999997,0.509,15.0,68.7,0.267,Target Center,585669.0,,1349.2751
1996,New Jersey Nets,23.0,27.4,30.0,52.0,29.0,53.0,-4.23,0.09,-4.14,101.9,106.5,-4.599999999999994,90.9,0.332,0.111,0.4970000000000001,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Brendan Byrne Arena,638144.0,,1326.8025
1996,New York Knicks,10.0,30.4,47.0,35.0,48.0,34.0,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.23199999999999998,0.47600000000000003,14.8,71.1,0.251,Madison Square Garden (IV),810283.0,,1529.7825
1996,Orlando Magic,5.0,27.7,60.0,22.0,56.0,26.0,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.23199999999999998,0.491,14.0,68.8,0.223,Orlando Arena,707168.0,,1634.9492
1996,Philadelphia 76ers,28.0,26.1,18.0,64.0,16.0,66.0,-10.0,0.55,-9.45,102.2,113.0,-10.799999999999995,92.2,0.353,0.22399999999999998,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217,CoreStates Spectrum,476016.0,,1255.7059
1996,Phoenix Suns,16.0,27.9,41.0,41.0,42.0,40.0,0.33,-0.05,0.28,110.3,110.0,0.2999999999999972,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.28600000000000003,0.511,13.3,71.4,0.225,America West Arena,779943.0,,1535.5907
1996,Portland Trail Blazers,11.0,28.1,44.0,38.0,48.0,34.0,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.34700000000000003,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.23600000000000002,Rose Garden Arena,848055.0,,1577.0018
1996,Sacramento Kings,20.0,26.6,39.0,43.0,33.0,49.0,-2.71,0.09,-2.62,106.2,109.1,-2.8999999999999915,93.4,0.371,0.184,0.54,0.493,16.0,32.5,0.271,0.498,15.1,69.0,0.302,ARCO Arena (II),709999.0,,1418.0903
1996,San Antonio Spurs,4.0,29.4,59.0,23.0,58.0,24.0,6.3,-0.33,5.98,110.2,103.5,6.700000000000002,93.3,0.342,0.2,0.5579999999999999,0.516,13.6,27.5,0.252,0.47200000000000003,13.9,70.0,0.21600000000000005,Alamodome,782701.0,,1631.9863
1996,Seattle SuperSonics,2.0,29.6,64.0,18.0,61.0,21.0,7.79,-0.4,7.4,110.3,102.1,8.200000000000003,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.28800000000000003,0.479,16.7,69.5,0.252,KeyArena at Seattle Center,697301.0,,1708.6742
1996,Toronto Raptors,27.0,26.2,21.0,61.0,21.0,61.0,-7.51,0.31,-7.2,103.8,111.8,-8.0,93.2,0.29600000000000004,0.177,0.536,0.499,17.2,32.0,0.214,0.514,14.7,66.8,0.272,SkyDome,950330.0,,1263.3197
1996,Utah Jazz,3.0,29.5,55.0,27.0,59.0,23.0,6.59,-0.34,6.25,113.3,106.1,7.200000000000002,90.0,0.359,0.158,0.5660000000000001,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,Delta Center,813073.0,,1613.5101
1996,Vancouver Grizzlies,29.0,27.2,15.0,67.0,15.0,67.0,-9.98,0.43,-9.55,97.6,108.5,-10.900000000000004,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.24100000000000002,General Motors Place,654013.0,,1224.6097
1996,Washington Bullets,15.0,24.8,39.0,43.0,44.0,38.0,1.06,-0.07,0.99,108.7,107.6,1.1000000000000083,93.7,0.314,0.183,0.5579999999999999,0.521,15.0,28.2,0.228,0.489,15.0,67.8,0.27399999999999997,US Airways Arena,669598.0,,1498.3265
1997,Atlanta Hawks,5.0,28.8,56.0,26.0,57.0,25.0,5.44,0.08,5.52,108.5,102.3,6.200000000000002,86.8,0.31,0.29100000000000004,0.542,0.498,14.6,31.5,0.23600000000000002,0.47200000000000003,15.0,69.2,0.191,Omni Coliseum,549414.0,,1630.4706
1997,Boston Celtics,27.0,26.1,15.0,67.0,22.0,60.0,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,0.316,0.191,0.52,0.474,14.5,29.4,0.237,0.539,15.8,68.5,0.243,FleetCenter,664022.0,,1244.1183
1997,Charlotte Hornets,12.0,29.1,54.0,28.0,46.0,36.0,1.87,0.26,2.13,110.9,108.9,2.0,88.6,0.313,0.218,0.562,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204,Charlotte Coliseum,985722.0,,1580.4707
1997,Chicago Bulls,1.0,30.7,69.0,13.0,68.0,14.0,10.8,-0.11,10.7,114.4,102.4,12.0,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.19899999999999998,0.47100000000000003,14.8,69.3,0.196,United Center,978457.0,,1765.7954
1997,Cleveland Cavaliers,11.0,26.7,42.0,40.0,47.0,35.0,1.84,0.47,2.32,104.6,102.4,2.1999999999999886,82.9,0.297,0.215,0.531,0.493,15.0,29.4,0.215,0.48200000000000004,16.8,71.9,0.281,Gund Arena,692684.0,,1525.3984
1997,Dallas Mavericks,26.0,27.1,24.0,58.0,23.0,59.0,-6.35,-0.12,-6.47,101.1,108.2,-7.1000000000000085,89.0,0.297,0.204,0.509,0.469,15.4,30.0,0.213,0.5,14.9,67.3,0.22899999999999998,Reunion Arena,619178.0,,1296.6174
1997,Denver Nuggets,25.0,28.6,21.0,61.0,24.0,58.0,-6.28,-0.12,-6.4,104.5,111.2,-6.700000000000002,92.4,0.298,0.256,0.53,0.486,15.2,28.8,0.22699999999999998,0.501,11.8,69.3,0.20600000000000002,McNichols Sports Arena,340486.0,,1282.6477
1997,Detroit Pistons,6.0,28.2,54.0,28.0,57.0,25.0,5.24,0.2,5.45,110.6,104.4,6.199999999999987,84.5,0.327,0.24600000000000002,0.5539999999999999,0.512,13.0,27.5,0.244,0.48700000000000004,14.6,70.4,0.19699999999999998,The Palace of Auburn Hills,784234.0,,1586.9731
1997,Golden State Warriors,23.0,26.7,30.0,52.0,28.0,54.0,-4.71,-0.2,-4.9,107.2,112.2,-5.0,91.9,0.332,0.20800000000000002,0.5429999999999999,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.23399999999999999,San Jose Arena,621844.0,,1372.8987
1997,Houston Rockets,7.0,30.8,57.0,25.0,54.0,28.0,4.48,-0.62,3.85,108.8,104.0,4.799999999999997,91.6,0.307,0.284,0.56,0.52,15.6,28.4,0.23199999999999998,0.48100000000000004,13.3,71.4,0.19,The Summit,667685.0,,1631.9006
1997,Indiana Pacers,14.0,27.9,39.0,43.0,44.0,38.0,0.98,0.52,1.49,105.8,104.7,1.0999999999999943,89.0,0.374,0.18100000000000002,0.537,0.49,15.5,31.3,0.27,0.48,15.0,70.4,0.258,Market Square Arena,636735.0,,1516.0602
1997,League Average,,27.6,,,41.0,41.0,0.0,0.0,0.0,106.7,106.7,0.0,90.1,0.32,0.212,0.536,0.493,14.8,30.8,0.23600000000000002,0.493,14.8,69.2,0.23600000000000002,,685905.0,,1491.017093103448
1997,Los Angeles Clippers,20.0,25.5,36.0,46.0,34.0,48.0,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,0.48200000000000004,14.7,30.8,0.22699999999999998,0.499,15.5,68.1,0.26899999999999996,Los Angeles Memorial Sports Arena,232895.0,,1431.5576
1997,Los Angeles Lakers,8.0,26.5,56.0,26.0,53.0,29.0,4.27,-0.61,3.66,108.3,103.7,4.599999999999994,91.1,0.35100000000000003,0.226,0.535,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,Great Western Forum,697159.0,,1613.6907
1997,Miami Heat,4.0,27.2,61.0,21.0,57.0,25.0,5.49,0.07,5.56,106.8,100.6,6.200000000000002,88.2,0.324,0.299,0.546,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248,Miami Arena,615160.0,,1650.6573
1997,Milwaukee Bucks,17.0,27.3,33.0,49.0,35.0,47.0,-1.89,0.51,-1.38,106.2,108.3,-2.0999999999999943,89.5,0.33399999999999996,0.146,0.541,0.496,15.1,29.7,0.248,0.501,14.1,69.9,0.253,Bradley Center,634999.0,,1398.8212
1997,Minnesota Timberwolves,18.0,26.3,40.0,42.0,37.0,45.0,-1.48,-0.35,-1.82,105.5,107.1,-1.5999999999999943,90.7,0.33899999999999997,0.17,0.5329999999999999,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,Target Center,697727.0,,1443.8301
1997,New Jersey Nets,22.0,26.8,26.0,56.0,28.0,54.0,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,0.28600000000000003,0.193,0.499,0.456,13.9,36.4,0.212,0.503,14.1,69.0,0.244,Continental Airlines Arena,670628.0,,1408.0433
1997,New York Knicks,10.0,29.7,57.0,25.0,50.0,32.0,3.12,0.18,3.31,104.4,101.0,3.4000000000000057,90.5,0.34,0.20800000000000002,0.546,0.501,17.0,30.5,0.255,0.46299999999999997,15.4,73.4,0.27899999999999997,Madison Square Garden (IV),790520.0,,1594.5125
1997,Orlando Magic,16.0,29.4,45.0,37.0,40.0,42.0,-0.35,0.28,-0.07,105.6,106.0,-0.4000000000000057,88.3,0.304,0.256,0.524,0.48100000000000004,14.5,30.9,0.22699999999999998,0.495,15.3,67.3,0.21100000000000002,Orlando Arena,711311.0,,1525.4771
1997,Philadelphia 76ers,24.0,25.5,22.0,60.0,24.0,58.0,-6.54,0.65,-5.89,104.6,111.4,-6.800000000000013,95.3,0.358,0.198,0.518,0.47,15.3,34.1,0.259,0.51,13.8,66.5,0.222,CoreStates Center,610974.0,,1310.2335
1997,Phoenix Suns,15.0,28.5,40.0,42.0,43.0,39.0,0.66,-0.45,0.21,109.3,108.6,0.7000000000000028,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.24100000000000002,0.507,14.4,69.4,0.215,America West Arena,779940.0,,1527.1815
1997,Portland Trail Blazers,9.0,26.4,49.0,33.0,53.0,29.0,4.17,-0.61,3.56,107.9,103.3,4.6000000000000085,90.9,0.35,0.217,0.544,0.503,15.4,32.5,0.249,0.47100000000000003,14.3,72.4,0.268,Rose Garden Arena,852798.0,,1579.1589
1997,Sacramento Kings,21.0,27.4,34.0,48.0,31.0,51.0,-3.38,-0.26,-3.64,105.0,108.7,-3.700000000000003,91.0,0.313,0.16,0.526,0.485,15.0,32.0,0.226,0.495,14.3,68.5,0.264,ARCO Arena (II),709993.0,,1412.1986
