Season,Team,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NetRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attend.,Attend./G,ELO
2002,Los Angeles Clippers,16.0,24.4,39.0,43.0,40.0,42.0,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,0.304,0.172,0.519,0.47600000000000003,13.8,31.3,0.225,0.47700000000000004,12.1,69.9,0.19399999999999998,STAPLES Center,740185.0,18053.0,1485.568
2002,Los Angeles Lakers,2.0,27.9,58.0,24.0,60.0,22.0,7.12,0.03,7.15,109.4,101.7,7.700000000000002,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.45299999999999996,13.0,72.0,0.233,STAPLES Center,778777.0,18995.0,1676.0786
2002,Memphis Grizzlies,28.0,25.5,23.0,59.0,20.0,62.0,-7.44,0.7,-6.74,98.2,106.3,-8.099999999999994,91.1,0.28800000000000003,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68.0,0.19699999999999998,Pyramid Arena,591030.0,14415.0,1337.3724
2002,Miami Heat,21.0,30.1,36.0,46.0,36.0,46.0,-1.54,-0.31,-1.84,98.5,100.2,-1.7000000000000028,87.4,0.268,0.141,0.501,0.46299999999999997,14.6,26.6,0.19399999999999998,0.455,13.6,74.0,0.249,AmericanAirlines Arena,655549.0,15989.0,1453.0436
2002,Milwaukee Bucks,18.0,28.9,41.0,41.0,40.0,42.0,-0.22,-0.4,-0.62,106.9,107.1,-0.19999999999998866,90.2,0.26899999999999996,0.24100000000000002,0.544,0.507,13.6,25.6,0.201,0.47700000000000004,12.0,70.9,0.217,Bradley Center,745305.0,18178.0,1448.1661
2002,Minnesota Timberwolves,6.0,26.7,50.0,32.0,51.0,31.0,3.38,0.2,3.58,109.0,105.3,3.700000000000003,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.48200000000000004,12.7,73.7,0.218,Target Center,731673.0,17868.0,1552.0457
2002,New Jersey Nets,5.0,26.1,52.0,30.0,53.0,29.0,4.16,-0.49,3.67,104.0,99.5,4.5,91.8,0.28,0.175,0.515,0.47600000000000003,13.4,29.2,0.20600000000000002,0.45899999999999996,14.9,71.6,0.213,Continental Airlines Arena,564194.0,15005.0,1563.1578
2002,New York Knicks,23.0,30.3,30.0,52.0,29.0,53.0,-3.99,-0.16,-4.15,101.5,105.9,-4.400000000000006,89.7,0.27399999999999997,0.20600000000000002,0.514,0.46799999999999997,14.0,25.6,0.21600000000000005,0.479,12.9,71.9,0.23600000000000002,Madison Square Garden (IV),810283.0,19763.0,1415.7557
2002,Orlando Magic,12.0,28.0,44.0,38.0,46.0,36.0,1.57,-0.32,1.25,107.0,105.3,1.7000000000000028,93.2,0.278,0.24100000000000002,0.5329999999999999,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,TD Waterhouse Centre,621121.0,15212.0,1489.7516
2002,Philadelphia 76ers,11.0,29.0,43.0,39.0,46.0,36.0,1.6,-0.33,1.27,102.1,100.3,1.7999999999999972,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.20800000000000002,First Union Center,842976.0,20571.0,1529.8698
2002,Phoenix Suns,17.0,26.5,36.0,46.0,39.0,43.0,-0.68,0.39,-0.3,103.3,104.0,-0.7000000000000028,91.4,0.235,0.158,0.51,0.47200000000000003,13.6,30.1,0.18,0.47600000000000003,14.4,70.2,0.22699999999999998,America West Arena,668939.0,16316.0,1472.3116
2002,Portland Trail Blazers,8.0,29.0,49.0,33.0,50.0,32.0,2.99,0.22,3.21,107.4,104.0,3.4000000000000057,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.20199999999999999,Rose Garden Arena,797821.0,19486.0,1597.5244
2002,Sacramento Kings,1.0,27.0,61.0,21.0,61.0,21.0,7.61,0.0,7.61,109.0,101.1,7.900000000000006,95.6,0.308,0.166,0.539,0.4970000000000001,12.4,27.9,0.231,0.467,13.6,71.7,0.185,ARCO Arena (II),709997.0,17317.0,1691.9501
2002,San Antonio Spurs,3.0,28.5,58.0,24.0,59.0,23.0,6.21,0.07,6.28,106.5,99.7,6.799999999999998,90.0,0.353,0.19,0.539,0.4920000000000001,13.8,27.2,0.262,0.45299999999999996,13.7,71.9,0.18899999999999997,Alamodome,906390.0,22702.0,1703.6317
2002,Seattle SuperSonics,7.0,26.9,45.0,37.0,50.0,32.0,3.02,0.22,3.24,108.9,105.6,3.300000000000012,89.0,0.25,0.193,0.54,0.505,13.2,29.4,0.18899999999999997,0.485,14.5,68.1,0.20600000000000002,KeyArena at Seattle Center,633516.0,15527.0,1582.6879
2002,Toronto Raptors,19.0,29.3,42.0,40.0,40.0,42.0,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.46299999999999997,13.6,31.4,0.18899999999999997,0.47100000000000003,14.7,70.1,0.237,Air Canada Centre,810160.0,19777.0,1501.7545
2002,Utah Jazz,13.0,29.9,44.0,38.0,44.0,38.0,0.89,0.32,1.21,105.6,104.6,1.0,90.3,0.381,0.132,0.529,0.47200000000000003,15.4,33.5,0.29100000000000004,0.484,15.9,71.7,0.28600000000000003,Delta Center,766108.0,18743.0,1544.3284
2002,Washington Wizards,20.0,27.5,37.0,45.0,37.0,45.0,-1.4,-0.17,-1.58,104.8,106.4,-1.6000000000000083,88.3,0.28,0.11800000000000001,0.508,0.46399999999999997,12.5,30.7,0.214,0.484,13.0,71.4,0.214,MCI Center,847634.0,20674.0,1438.3232
2003,Atlanta Hawks,24.0,27.2,35.0,47.0,31.0,51.0,-3.56,-0.31,-3.87,102.3,106.1,-3.799999999999997,91.0,0.313,0.177,0.527,0.47600000000000003,15.7,27.9,0.248,0.469,12.1,70.4,0.222,Philips Arena,528655.0,12894.0,1435.7211
2003,Boston Celtics,19.0,26.9,44.0,38.0,40.0,42.0,-0.39,-0.36,-0.75,101.2,101.6,-0.3999999999999915,90.9,0.306,0.331,0.514,0.47,13.4,23.6,0.22699999999999998,0.47100000000000003,15.1,72.5,0.242,FleetCenter,709049.0,17438.0,1478.2422
2003,Chicago Bulls,26.0,25.2,30.0,52.0,27.0,55.0,-5.13,-0.17,-5.31,100.2,105.6,-5.3999999999999915,93.5,0.3,0.14800000000000002,0.512,0.47100000000000003,15.4,27.7,0.217,0.47,13.3,69.5,0.263,United Center,804309.0,19617.0,1392.3201
2003,Cleveland Cavaliers,29.0,23.5,17.0,65.0,16.0,66.0,-9.62,0.04,-9.59,96.5,106.7,-10.200000000000003,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.484,13.0,73.2,0.252,Gund Arena,471374.0,11497.0,1284.4954
2003,Dallas Mavericks,1.0,28.1,60.0,22.0,62.0,20.0,7.78,0.12,7.9,110.7,102.3,8.400000000000006,92.5,0.257,0.239,0.5429999999999999,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,American Airlines Center,816429.0,20040.0,1684.3694
2003,Denver Nuggets,28.0,24.1,17.0,65.0,17.0,65.0,-8.28,0.87,-7.41,92.2,101.3,-9.099999999999994,91.0,0.28300000000000003,0.126,0.469,0.428,17.1,31.3,0.198,0.47700000000000004,16.5,73.3,0.29,Pepsi Center,607813.0,14825.0,1271.3607
2003,Detroit Pistons,5.0,29.0,50.0,32.0,52.0,30.0,3.68,-0.71,2.97,104.1,99.9,4.199999999999989,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74.0,0.225,The Palace of Auburn Hills,839278.0,20743.0,1559.5148
2003,Golden State Warriors,18.0,24.4,38.0,44.0,38.0,44.0,-1.13,0.54,-0.6,108.3,109.5,-1.2000000000000028,94.2,0.34299999999999997,0.17800000000000002,0.526,0.47200000000000003,13.9,35.0,0.267,0.48200000000000004,12.2,67.9,0.22,The Arena in Oakland,634935.0,15486.0,1454.3624
2003,Houston Rockets,11.0,25.9,43.0,39.0,46.0,36.0,1.48,0.42,1.89,104.3,102.6,1.7000000000000028,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209,Compaq Center,565166.0,13785.0,1540.6249
2003,Indiana Pacers,7.0,25.9,48.0,34.0,51.0,31.0,3.49,-0.7,2.79,104.6,100.8,3.799999999999997,91.6,0.344,0.16899999999999998,0.522,0.469,13.7,29.0,0.263,0.45799999999999996,14.3,72.3,0.228,Conseco Fieldhouse,670461.0,16319.0,1533.8625
2003,League Average,,27.2,,,41.0,41.0,0.0,0.0,0.0,103.6,103.6,0.0,91.0,0.302,0.182,0.519,0.474,14.0,28.5,0.22899999999999998,0.474,14.0,71.5,0.22899999999999998,,692220.0,17040.0,1502.5113517241377
2003,Los Angeles Clippers,23.0,25.3,27.0,55.0,29.0,53.0,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.48100000000000004,13.1,70.2,0.222,STAPLES Center,706471.0,17231.0,1402.4567
2003,Los Angeles Lakers,9.0,28.1,50.0,32.0,48.0,34.0,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.19899999999999998,0.528,0.486,13.3,30.2,0.228,0.47700000000000004,13.4,72.7,0.24100000000000002,STAPLES Center,777888.0,18976.0,1655.0027
2003,Memphis Grizzlies,22.0,24.9,28.0,54.0,32.0,50.0,-3.23,0.63,-2.6,103.9,107.3,-3.3999999999999915,92.7,0.287,0.19,0.526,0.48700000000000004,14.2,27.0,0.212,0.491,13.4,68.7,0.19699999999999998,Pyramid Arena,611322.0,14910.0,1418.0641
2003,Miami Heat,25.0,26.5,25.0,57.0,25.0,57.0,-5.05,-0.08,-5.13,96.7,102.4,-5.700000000000002,87.8,0.259,0.16899999999999998,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,AmericanAirlines Arena,628242.0,15323.0,1356.5063
2003,Milwaukee Bucks,16.0,29.3,42.0,40.0,42.0,40.0,0.23,-0.48,-0.24,108.8,108.6,0.20000000000000284,90.4,0.287,0.22899999999999998,0.5429999999999999,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,Bradley Center,665966.0,16378.0,1512.8979
2003,Minnesota Timberwolves,10.0,28.2,51.0,31.0,47.0,35.0,2.07,0.39,2.46,106.1,103.8,2.299999999999997,91.9,0.268,0.11800000000000001,0.528,0.488,12.9,28.2,0.20600000000000002,0.47200000000000003,12.7,72.9,0.203,Target Center,643684.0,15864.0,1591.3822
2003,New Jersey Nets,4.0,27.3,49.0,33.0,56.0,26.0,5.22,-0.8,4.42,103.8,98.1,5.700000000000002,91.6,0.33299999999999996,0.158,0.518,0.46799999999999997,13.8,28.7,0.252,0.46,15.7,73.1,0.225,Continental Airlines Arena,622574.0,15841.0,1542.9966
2003,New Orleans Hornets,14.0,29.1,47.0,35.0,47.0,35.0,2.11,-0.59,1.52,103.9,101.6,2.300000000000012,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.21899999999999997,0.46399999999999997,14.0,73.1,0.226,New Orleans Arena,641683.0,15769.0,1568.9481
2003,New York Knicks,21.0,30.2,37.0,45.0,37.0,45.0,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.24100000000000002,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261,Madison Square Garden (IV),779479.0,19012.0,1463.3020000000001
2003,Orlando Magic,17.0,26.9,42.0,40.0,41.0,41.0,0.13,-0.53,-0.39,105.2,105.0,0.20000000000000284,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25,TD Waterhouse Centre,605901.0,14940.0,1505.6753
2003,Philadelphia 76ers,12.0,28.3,48.0,34.0,48.0,34.0,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.33899999999999997,0.11900000000000001,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,First Union Center,807097.0,19758.0,1576.5634
2003,Phoenix Suns,13.0,25.2,44.0,38.0,44.0,38.0,1.13,0.43,1.57,103.7,102.5,1.2000000000000028,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.21100000000000002,0.47,14.8,70.3,0.222,America West Arena,666559.0,16438.0,1554.5544
2003,Portland Trail Blazers,6.0,29.2,50.0,32.0,49.0,33.0,2.61,0.36,2.97,105.5,102.6,2.9000000000000057,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.19399999999999998,Rose Garden Arena,796258.0,19473.0,1575.2501
2003,Sacramento Kings,2.0,28.3,59.0,23.0,59.0,23.0,6.5,0.18,6.68,105.9,99.1,6.800000000000013,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,ARCO Arena (II),709997.0,17317.0,1687.4073
2003,San Antonio Spurs,3.0,28.4,60.0,22.0,57.0,25.0,5.41,0.23,5.65,105.6,99.7,5.8999999999999915,90.0,0.348,0.20199999999999999,0.541,0.4970000000000001,15.1,28.8,0.253,0.45299999999999996,14.2,71.3,0.19899999999999998,SBC Center,735970.0,18166.0,1696.6239
2003,Seattle SuperSonics,15.0,26.9,40.0,42.0,41.0,41.0,-0.12,0.49,0.37,103.7,103.9,-0.20000000000000284,88.0,0.27,0.196,0.512,0.47200000000000003,12.8,28.1,0.201,0.484,14.3,71.8,0.21,KeyArena at Seattle Center,637194.0,15541.0,1529.1691
2003,Toronto Raptors,27.0,27.6,24.0,58.0,24.0,58.0,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.4970000000000001,0.45799999999999996,13.6,28.2,0.203,0.489,13.1,70.7,0.226,Air Canada Centre,777507.0,18964.0,1341.639
2003,Utah Jazz,8.0,30.9,47.0,35.0,48.0,34.0,2.39,0.37,2.76,105.5,102.8,2.700000000000003,89.3,0.38,0.10400000000000001,0.537,0.486,16.0,32.5,0.28300000000000003,0.46799999999999997,15.2,70.2,0.256,Delta Center,786034.0,19206.0,1536.2291
2003,Washington Wizards,20.0,28.4,37.0,45.0,38.0,44.0,-1.01,-0.46,-1.47,103.0,104.1,-1.0999999999999943,88.2,0.325,0.127,0.513,0.46,13.0,27.3,0.253,0.47700000000000004,13.8,71.6,0.212,MCI Center,827093.0,20173.0,1423.2875
2004,Atlanta Hawks,26.0,26.2,28.0,54.0,28.0,54.0,-4.65,-0.36,-5.0,101.0,106.1,-5.099999999999994,90.8,0.303,0.191,0.514,0.465,15.4,28.6,0.235,0.47600000000000003,13.1,70.5,0.23399999999999999,Philips Arena,565728.0,13798.0,1404.5249
2004,Boston Celtics,20.0,26.4,36.0,46.0,37.0,45.0,-1.45,-0.54,-1.99,102.1,103.7,-1.6000000000000083,93.2,0.327,0.249,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24,FleetCenter,664248.0,16240.0,1436.0353
2004,Chicago Bulls,28.0,26.8,23.0,59.0,23.0,59.0,-6.35,-0.33,-6.69,96.6,103.4,-6.800000000000013,92.2,0.272,0.18600000000000005,0.486,0.446,14.9,28.1,0.19699999999999998,0.469,14.1,71.4,0.253,United Center,809177.0,19736.0,1311.1244
2004,Cleveland Cavaliers,23.0,24.9,35.0,47.0,33.0,49.0,-2.62,-0.44,-3.07,101.4,104.2,-2.799999999999997,90.8,0.301,0.11599999999999999,0.498,0.451,13.7,31.1,0.226,0.469,12.3,73.0,0.221,Gund Arena,749790.0,18288.0,1432.2759
2004,Dallas Mavericks,6.0,27.4,52.0,30.0,53.0,29.0,4.44,0.42,4.86,112.1,107.4,4.699999999999988,93.2,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,American Airlines Center,825594.0,20159.0,1636.5488
2004,Denver Nuggets,11.0,25.6,43.0,39.0,44.0,38.0,1.07,0.58,1.65,103.9,102.7,1.2000000000000028,93.3,0.319,0.146,0.517,0.467,14.2,30.5,0.245,0.48100000000000004,15.6,69.3,0.221,Pepsi Center,721476.0,17695.0,1538.6731
2004,Detroit Pistons,4.0,27.4,54.0,28.0,59.0,23.0,5.84,-0.81,5.04,102.0,95.4,6.599999999999994,87.9,0.32799999999999996,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.20199999999999999,The Palace of Auburn Hills,872902.0,21479.0,1664.8368
2004,Golden State Warriors,14.0,28.1,37.0,45.0,39.0,43.0,-0.73,0.66,-0.07,103.0,103.8,-0.7999999999999972,89.8,0.311,0.19699999999999998,0.517,0.475,14.1,28.4,0.226,0.47600000000000003,13.3,72.1,0.21100000000000002,The Arena in Oakland,665648.0,16235.0,1499.526
2004,Houston Rockets,9.0,28.3,45.0,37.0,47.0,35.0,1.73,0.55,2.28,100.9,99.0,1.9000000000000057,87.8,0.28600000000000003,0.22699999999999998,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,Toyota Center,640794.0,15750.0,1541.2438
2004,Indiana Pacers,5.0,27.1,61.0,21.0,58.0,24.0,5.76,-0.82,4.93,103.8,97.2,6.599999999999994,87.5,0.319,0.203,0.52,0.47100000000000003,14.1,28.5,0.243,0.45899999999999996,15.7,73.9,0.218,Conseco Fieldhouse,678326.0,16783.0,1661.004
2004,League Average,,27.2,,,41.0,41.0,0.0,0.0,0.0,102.9,102.9,0.0,90.1,0.303,0.187,0.516,0.47100000000000003,14.2,28.6,0.228,0.47100000000000003,14.2,71.4,0.228,,699041.0,17192.0,1503.1335034482759
2004,Los Angeles Clippers,25.0,24.3,28.0,54.0,28.0,54.0,-4.59,0.84,-3.74,103.5,108.5,-5.0,91.0,0.35,0.156,0.512,0.45299999999999996,15.0,32.8,0.275,0.494,12.9,70.0,0.231,STAPLES Center,665396.0,16143.0,1334.3719
2004,Los Angeles Lakers,7.0,29.8,56.0,26.0,52.0,30.0,3.9,0.45,4.35,105.5,101.3,4.200000000000003,92.3,0.35200000000000004,0.16699999999999998,0.522,0.48100000000000004,12.8,28.1,0.244,0.47100000000000003,14.3,73.3,0.222,STAPLES Center,777757.0,18975.0,1638.3962
2004,Memphis Grizzlies,8.0,26.0,50.0,32.0,48.0,34.0,2.44,0.52,2.95,104.8,102.2,2.5999999999999943,91.4,0.322,0.19699999999999998,0.522,0.479,13.9,29.5,0.23399999999999999,0.465,15.7,68.4,0.251,Pyramid Arena,622723.0,15382.0,1578.3088
2004,Miami Heat,15.0,26.4,42.0,40.0,43.0,39.0,0.52,-0.65,-0.13,102.2,101.7,0.5,88.0,0.298,0.21100000000000002,0.51,0.46299999999999997,13.5,27.4,0.22699999999999998,0.46299999999999997,14.5,73.4,0.26,AmericanAirlines Arena,624809.0,15957.0,1553.3381
2004,Milwaukee Bucks,12.0,26.5,41.0,41.0,44.0,38.0,1.06,-0.64,0.42,106.5,105.4,1.0999999999999943,91.6,0.33,0.172,0.528,0.47700000000000004,12.7,27.6,0.255,0.485,13.3,71.8,0.213,Bradley Center,690180.0,16889.0,1499.1875
2004,Minnesota Timberwolves,2.0,29.7,58.0,24.0,57.0,25.0,5.49,0.37,5.86,105.9,99.7,6.200000000000002,89.0,0.265,0.13699999999999998,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,Target Center,723071.0,17982.0,1695.3839
2004,New Jersey Nets,10.0,27.7,47.0,35.0,49.0,33.0,2.5,-0.63,1.88,100.8,98.0,2.799999999999997,89.4,0.29100000000000004,0.17600000000000002,0.515,0.47100000000000003,14.4,25.9,0.21899999999999997,0.46,15.7,73.9,0.221,Continental Airlines Arena,613051.0,15435.0,1525.3848
2004,New Orleans Hornets,18.0,30.3,41.0,41.0,41.0,41.0,-0.1,-0.62,-0.72,102.3,102.4,-0.10000000000000853,89.1,0.293,0.252,0.505,0.46,14.1,30.6,0.22,0.47600000000000003,15.0,71.3,0.218,New Orleans Arena,587613.0,14436.0,1477.701
2004,New York Knicks,19.0,29.6,39.0,43.0,36.0,46.0,-1.48,-0.49,-1.97,101.7,103.3,-1.5999999999999943,89.5,0.266,0.171,0.518,0.474,15.1,28.0,0.21100000000000002,0.461,13.2,72.8,0.259,Madison Square Garden (IV),785739.0,19192.0,1469.1002
2004,Orlando Magic,29.0,25.8,21.0,61.0,22.0,60.0,-7.02,-0.23,-7.25,102.7,110.4,-7.700000000000002,90.8,0.29600000000000004,0.184,0.504,0.461,12.8,28.1,0.218,0.502,12.7,68.7,0.214,TD Waterhouse Centre,589144.0,14369.0,1290.9779
2004,Philadelphia 76ers,22.0,27.5,33.0,49.0,33.0,49.0,-2.49,-0.46,-2.95,99.1,101.9,-2.800000000000012,88.0,0.321,0.158,0.505,0.456,15.5,28.2,0.242,0.467,14.7,70.7,0.231,Wachovia Center,788128.0,19223.0,1399.684
2004,Phoenix Suns,21.0,24.4,29.0,53.0,30.0,52.0,-3.74,0.8,-2.94,101.4,105.5,-4.099999999999993,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.48200000000000004,14.7,69.9,0.24,America West Arena,670385.0,16351.0,1435.0262
2004,Portland Trail Blazers,17.0,27.6,41.0,41.0,37.0,45.0,-1.27,0.69,-0.58,103.7,105.1,-1.3999999999999917,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.48200000000000004,13.3,70.0,0.18600000000000005,Rose Garden Arena,684038.0,16684.0,1524.2948
2004,Sacramento Kings,3.0,29.3,55.0,27.0,55.0,27.0,5.01,0.4,5.41,110.3,104.9,5.3999999999999915,92.8,0.305,0.223,0.5539999999999999,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193,ARCO Arena (II),709997.0,17317.0,1603.2102
2004,San Antonio Spurs,1.0,27.3,57.0,25.0,62.0,20.0,7.22,0.29,7.51,102.2,94.1,8.100000000000009,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.21899999999999997,0.433,14.8,74.6,0.215,SBC Center,739706.0,18124.0,1733.5082
2004,Seattle SuperSonics,13.0,26.0,37.0,45.0,39.0,43.0,-0.63,0.66,0.02,107.3,108.0,-0.7000000000000028,89.9,0.27,0.294,0.54,0.501,13.9,27.2,0.207,0.48700000000000004,13.9,68.5,0.237,KeyArena at Seattle Center,625474.0,15154.0,1514.579
2004,Toronto Raptors,24.0,27.6,33.0,49.0,31.0,51.0,-3.01,-0.4,-3.42,97.0,100.4,-3.4000000000000057,86.8,0.26,0.204,0.495,0.45399999999999996,14.1,23.8,0.195,0.449,14.1,70.1,0.24100000000000002,Air Canada Centre,750608.0,18308.0,1372.8612
2004,Utah Jazz,16.0,24.9,42.0,40.0,37.0,45.0,-1.22,0.69,-0.53,101.9,103.3,-1.3999999999999917,86.6,0.35600000000000004,0.127,0.509,0.456,16.1,34.1,0.266,0.46799999999999997,15.4,72.4,0.319,Delta Center,785330.0,19154.0,1495.5116
2004,Washington Wizards,27.0,24.4,25.0,57.0,25.0,57.0,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,0.337,0.19399999999999998,0.5,0.45399999999999996,16.0,30.7,0.24100000000000002,0.486,14.9,69.5,0.214,MCI Center,645363.0,15741.0,1324.2531
2005,Atlanta Hawks,30.0,26.0,13.0,69.0,16.0,66.0,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,0.46399999999999997,14.9,30.7,0.212,0.513,14.0,72.1,0.289,Philips Arena,586390.0,14302.0,1208.8008
2005,Boston Celtics,14.0,27.1,45.0,37.0,43.0,39.0,0.87,-0.52,0.35,107.5,106.6,0.9000000000000057,93.3,0.35700000000000004,0.192,0.551,0.501,14.7,27.2,0.273,0.48100000000000004,14.2,70.1,0.27399999999999997,FleetCenter,656081.0,16235.0,1511.8661
2005,Charlotte Bobcats,28.0,24.9,18.0,64.0,24.0,58.0,-5.99,-0.16,-6.15,101.1,107.5,-6.400000000000006,92.3,0.306,0.128,0.4970000000000001,0.455,13.3,29.5,0.217,0.4970000000000001,14.7,70.9,0.26899999999999996,Charlotte Coliseum,591701.0,14432.0,1294.6089
2005,Chicago Bulls,12.0,25.0,47.0,35.0,44.0,38.0,1.06,-0.41,0.65,101.4,100.3,1.1000000000000083,92.4,0.311,0.217,0.517,0.47100000000000003,15.5,28.4,0.233,0.45399999999999996,14.4,72.6,0.262,United Center,828384.0,20361.0,1547.9019
2005,Cleveland Cavaliers,15.0,26.5,42.0,40.0,43.0,39.0,0.79,-0.52,0.27,106.6,105.7,0.8999999999999915,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.485,14.1,71.5,0.248,Gund Arena,784249.0,19128.0,1461.7094
2005,Dallas Mavericks,3.0,27.7,58.0,24.0,57.0,25.0,5.74,0.11,5.86,110.3,104.1,6.200000000000002,92.7,0.34600000000000003,0.19,0.545,0.4920000000000001,12.5,28.6,0.273,0.47200000000000003,14.3,70.2,0.239,American Airlines Center,822533.0,20181.0,1690.6172
2005,Denver Nuggets,10.0,26.7,49.0,33.0,47.0,35.0,2.02,0.2,2.23,106.0,103.9,2.0999999999999943,93.5,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.48200000000000004,15.1,71.7,0.247,Pepsi Center,723949.0,17759.0,1623.5770000000002
2005,Detroit Pistons,6.0,27.9,54.0,28.0,53.0,29.0,3.87,-0.55,3.31,105.6,101.2,4.399999999999992,87.2,0.335,0.16399999999999998,0.519,0.47200000000000003,13.3,31.2,0.247,0.461,13.5,73.0,0.207,The Palace of Auburn Hills,905116.0,22076.0,1612.8612
2005,Golden State Warriors,19.0,26.7,34.0,48.0,35.0,47.0,-2.16,0.42,-1.74,104.7,106.9,-2.200000000000003,93.3,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.22699999999999998,Oakland Arena,670368.0,16350.0,1526.6333
2005,Houston Rockets,5.0,29.7,51.0,31.0,53.0,29.0,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.45899999999999996,12.9,74.5,0.245,Toyota Center,663444.0,16320.0,1669.1071
2005,Indiana Pacers,13.0,28.3,44.0,38.0,43.0,39.0,0.76,-0.27,0.49,105.5,104.6,0.9000000000000057,87.2,0.358,0.255,0.534,0.47600000000000003,14.1,26.4,0.28300000000000003,0.47200000000000003,13.6,71.3,0.261,Conseco Fieldhouse,696764.0,17167.0,1564.4844
2005,League Average,,27.1,,,41.0,41.0,0.0,0.0,0.0,106.1,106.1,0.0,90.9,0.324,0.196,0.529,0.48200000000000004,13.6,28.7,0.245,0.48200000000000004,13.6,71.3,0.245,,709883.0,17454.0,1496.8134666666665
2005,Los Angeles Clippers,16.0,25.5,37.0,45.0,39.0,43.0,-0.77,0.3,-0.47,105.5,106.4,-0.9000000000000057,89.1,0.35700000000000004,0.105,0.5329999999999999,0.47700000000000004,14.9,30.3,0.278,0.48,13.0,71.3,0.235,STAPLES Center,696181.0,16980.0,1468.6814
2005,Los Angeles Lakers,22.0,26.0,34.0,48.0,33.0,49.0,-2.96,0.64,-2.32,108.1,111.4,-3.300000000000012,90.8,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11.0,71.1,0.218,STAPLES Center,770494.0,18793.0,1413.0385
2005,Memphis Grizzlies,7.0,26.3,45.0,37.0,48.0,34.0,2.29,0.34,2.64,105.5,102.9,2.5999999999999943,88.5,0.32299999999999995,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,FedEx Forum,691362.0,16901.0,1561.1892
2005,Miami Heat,4.0,28.0,59.0,23.0,59.0,23.0,6.52,-0.76,5.77,110.2,103.1,7.1000000000000085,90.8,0.387,0.198,0.5589999999999999,0.524,13.1,27.0,0.26,0.46,12.4,74.1,0.242,AmericanAirlines Arena,815143.0,19936.0,1652.4302
