,date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carmelo1_pre,carmelo2_pre,carmelo1_post,carmelo2_post,carmelo_prob1,carmelo_prob2,score1,score2,team2_Pace,team2_eFG%,team2_TOV%,team2_ORB%,team2_FT/FGA,team2_ORtg,team2_DRtg,team2_NetRtg,team1_Pace,team1_eFG%,team1_TOV%,team1_ORB%,team1_FT/FGA,team1_ORtg,team1_DRtg,team1_NetRtg
40560,1997-10-31,1998,0,,VAN,DAL,1304.8225,1348.7131,0.5800531715382722,0.4199468284617278,1298.9536,1354.582,,,,,,,88.0,90.0,87.1,0.439,15.4,33.3,0.33799999999999997,103.4,101.1,2.3000000000000114,87.1,0.41600000000000004,14.1,47.1,0.157,101.1,103.4,-2.3000000000000114
40561,1997-10-31,1998,0,,POR,SEA,1549.3589,1611.0302,0.5549367491958318,0.4450632508041682,1538.9633,1621.4258,,,,,,,83.0,91.0,91.8,0.48100000000000004,16.6,33.3,0.19,99.2,90.5,8.700000000000003,91.8,0.473,22.6,40.9,0.17600000000000002,90.5,99.2,-8.700000000000003
40562,1997-10-31,1998,0,,PHI,MIL,1358.9252,1425.3658,0.5481462178133316,0.4518537821866684,1343.7581,1440.533,,,,,,,88.0,103.0,89.2,0.574,14.4,25.0,0.243,115.5,98.7,16.799999999999997,89.2,0.426,16.8,31.1,0.33799999999999997,98.7,115.5,-16.799999999999997
40563,1997-10-31,1998,0,,CHH,NYK,1543.9412,1587.0331,0.581172714880786,0.418827285119214,1529.7708,1601.2035,,,,,,,85.0,97.0,92.1,0.5429999999999999,16.8,17.1,0.319,105.3,92.3,13.0,92.1,0.39299999999999996,16.0,29.5,0.429,92.3,105.3,-13.0
40564,1997-10-31,1998,0,,BOS,CHI,1309.3387,1727.3856,0.13814000640373592,0.8618599935962641,1328.7888,1707.9355,,,,,,,92.0,85.0,93.2,0.424,17.9,34.8,0.228,91.2,98.7,-7.5,93.2,0.45,19.2,46.8,0.122,98.7,91.2,7.5
40565,1997-10-31,1998,0,,HOU,CLE,1614.7318,1520.2988,0.7538488895031433,0.2461511104968567,1618.5999,1516.4308,,,,,,,94.0,86.0,94.0,0.37200000000000005,14.3,40.0,0.256,91.5,100.0,-8.5,94.0,0.522,22.7,30.0,0.358,100.0,91.5,8.5
40566,1997-10-31,1998,0,,ORL,ATL,1525.7039,1590.4904,0.5505034885884608,0.4494965114115392,1516.9432,1599.251,,,,,,,99.0,105.0,87.0,0.569,16.0,40.6,0.319,120.7,113.8,6.900000000000006,87.0,0.48100000000000004,9.9,25.0,0.308,113.8,120.7,-6.900000000000006
40567,1997-10-31,1998,0,,DET,WAS,1566.131,1546.4092,0.6657831715499498,0.3342168284500502,1573.6052,1538.9349,,,,,,,92.0,79.0,88.1,0.42200000000000004,12.2,18.2,0.182,89.7,104.5,-14.799999999999997,88.1,0.445,12.4,34.1,0.37,104.5,89.7,14.799999999999997
40568,1997-10-31,1998,0,,DEN,SAS,1338.2358,1345.5555,0.630301552485937,0.36969844751406294,1323.2433,1360.5481,,,,,,,96.0,107.0,92.4,0.5539999999999999,16.6,42.9,0.33799999999999997,115.9,103.9,12.0,92.4,0.447,11.9,29.2,0.235,103.9,115.9,-12.0
40569,1997-10-31,1998,0,,PHO,LAC,1517.1843,1444.2942,0.7301207741942262,0.26987922580577384,1522.1051,1439.3734,,,,,,,110.0,100.0,94.9,0.511,16.9,31.7,0.114,105.4,116.0,-10.599999999999994,94.9,0.5329999999999999,14.9,29.3,0.4,116.0,105.4,10.599999999999994
40570,1997-10-31,1998,0,,LAL,UTA,1594.4319,1687.6138,0.509810775281509,0.4901892247184911,1608.7141,1673.3315,,,,,,,104.0,87.0,91.1,0.369,14.0,38.5,0.298,95.5,114.2,-18.700000000000003,91.1,0.5,10.4,26.2,0.33299999999999996,114.2,95.5,18.700000000000003
40571,1997-10-31,1998,0,,NJN,IND,1432.2825,1513.2952,0.5272977507506862,0.4727022492493138,1436.7822,1508.7954,,,,,,,97.0,95.0,86.8,0.48100000000000004,18.5,50.0,0.225,109.5,111.8,-2.299999999999997,86.8,0.354,5.8,50.8,0.302,111.8,109.5,2.299999999999997
40572,1997-10-31,1998,0,,MIN,GSW,1450.5945,1405.9241,0.6969444878614401,0.30305551213855986,1458.2317,1398.2869,,,,,,,129.0,113.0,101.1,0.47700000000000004,8.8,36.8,0.10300000000000001,111.8,127.6,-15.799999999999997,101.1,0.578,9.6,28.9,0.278,127.6,111.8,15.799999999999997
40573,1997-10-31,1998,0,,MIA,TOR,1601.3074,1445.0746,0.8138153484436809,0.18618465155631914,1605.0938,1441.2882,,,,,,,114.0,101.0,94.7,0.413,10.2,35.7,0.272,106.7,120.4,-13.700000000000003,94.7,0.54,13.4,35.0,0.23,120.4,106.7,13.700000000000003
40574,1997-11-01,1998,0,,ATL,TOR,1599.251,1441.2882,0.8153195735746506,0.18468042642534946,1601.4056,1439.1335,,,,,,,90.0,85.0,89.4,0.402,9.2,28.0,0.12,95.0,100.6,-5.599999999999994,89.4,0.486,20.0,40.0,0.278,100.6,95.0,5.599999999999994
40575,1997-11-01,1998,0,,LAC,POR,1439.3734,1538.9633,0.500590181067557,0.499409818932443,1430.2804,1548.0563,,,,,,,74.0,82.0,87.9,0.387,15.7,35.7,0.32,93.3,84.2,9.099999999999994,87.9,0.35,11.6,28.0,0.225,84.2,93.3,-9.099999999999994
40576,1997-11-01,1998,0,,IND,GSW,1508.7954,1398.2869,0.7706145143053879,0.22938548569461206,1513.6064,1393.4758,,,,,,,96.0,83.0,96.6,0.37200000000000005,14.4,32.1,0.17800000000000002,85.9,99.3,-13.399999999999991,96.6,0.41,13.5,37.3,0.258,99.3,85.9,13.399999999999991
40577,1997-11-01,1998,0,,CHI,PHI,1707.9355,1343.7581,0.9353552739525822,0.06464472604741778,1709.4799,1342.2137,,,,,,,94.0,74.0,93.8,0.37799999999999995,22.4,34.8,0.192,78.9,100.2,-21.299999999999997,93.8,0.5,18.8,36.4,0.16,100.2,78.9,21.299999999999997
40578,1997-11-01,1998,0,,SAS,CLE,1360.5481,1516.4308,0.4202647461119125,0.5797352538880876,1367.3336,1509.6453,,,,,,,83.0,80.0,87.5,0.348,13.8,36.7,0.316,91.4,94.8,-3.3999999999999915,87.5,0.508,23.5,25.0,0.32299999999999995,94.8,91.4,3.3999999999999915
40579,1997-11-01,1998,0,,MIN,CHH,1458.2317,1529.7708,0.5408671567041498,0.4591328432958503,1470.8538,1517.1487,,,,,,,106.0,90.0,95.3,0.409,14.3,17.1,0.35100000000000003,94.5,111.3,-16.799999999999997,95.3,0.46799999999999997,9.5,35.3,0.191,111.3,94.5,16.799999999999997
40580,1997-11-01,1998,0,,MIL,NJN,1440.533,1436.7822,0.6450240617792187,0.3549759382207813,1431.6357,1445.6794,,,,,,,109.0,113.0,94.6,0.506,14.4,27.8,0.38299999999999995,108.1,104.3,3.799999999999997,94.6,0.507,17.4,19.4,0.42100000000000004,104.3,108.1,-3.799999999999997
40581,1997-11-01,1998,0,,SEA,DAL,1621.4258,1354.582,0.8920373493662312,0.10796265063376877,1598.4993,1377.5085,,,,,,,81.0,89.0,84.2,0.43799999999999994,14.6,41.5,0.342,105.6,96.2,9.399999999999991,84.2,0.39399999999999996,9.8,28.3,0.165,96.2,105.6,-9.399999999999991
