,date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carmelo1_pre,carmelo2_pre,carmelo1_post,carmelo2_post,carmelo_prob1,carmelo_prob2,score1,score2,team2_Pace,team2_eFG%,team2_TOV%,team2_ORB%,team2_FT/FGA,team2_ORtg,team2_DRtg,team2_NetRtg,team1_Pace,team1_eFG%,team1_TOV%,team1_ORB%,team1_FT/FGA,team1_ORtg,team1_DRtg,team1_NetRtg
36862,1994-11-04,1995,0,,ATL,IND,1578.7682,1608.3906,0.5999186188797964,0.4000813811202037,1572.6249,1614.5339,,,,,,,92.0,94.0,91.1,0.467,18.3,37.5,0.303,103.2,101.0,2.200000000000003,91.1,0.38299999999999995,11.7,34.0,0.429,101.0,103.2,-2.200000000000003
36863,1994-11-04,1995,0,,DET,LAL,1334.0269,1428.9453,0.5073124888324213,0.4926875111675787,1319.1045,1443.8677,,,,,,,98.0,115.0,98.6,0.526,13.0,18.4,0.461,116.6,99.4,17.19999999999999,98.6,0.419,11.8,31.6,0.215,99.4,116.6,-17.19999999999999
36864,1994-11-04,1995,0,,DEN,MIN,1576.3464,1318.1008,0.8871773155980053,0.11282268440199472,1579.4174,1315.0299,,,,,,,130.0,108.0,98.8,0.513,15.2,25.0,0.342,109.3,131.6,-22.299999999999997,98.8,0.599,12.6,30.3,0.513,131.6,109.3,22.299999999999997
36865,1994-11-04,1995,0,,CHI,CHH,1581.6782,1512.4629,0.725932292954828,0.274067707045172,1585.4114,1508.7297,,,,,,,89.0,83.0,95.9,0.40700000000000003,20.4,27.9,0.21,86.6,92.8,-6.200000000000003,95.9,0.43700000000000006,23.1,43.2,0.253,92.8,86.6,6.200000000000003
36866,1994-11-04,1995,0,,BOS,NYK,1428.1636,1619.3615,0.3716891100137974,0.6283108899862027,1419.6744,1627.8506,,,,,,,107.0,120.0,102.8,0.5920000000000001,12.8,13.9,0.395,116.8,104.1,12.700000000000003,102.8,0.488,15.4,25.6,0.267,104.1,116.8,-12.700000000000003
36867,1994-11-04,1995,0,,PHI,MIL,1356.2137,1337.8602,0.6640282270891948,0.3359717729108052,1345.8903,1348.1837,,,,,,,86.0,91.0,90.8,0.45899999999999996,17.8,37.2,0.32899999999999996,100.2,94.7,5.5,90.8,0.521,21.9,19.4,0.18600000000000003,94.7,100.2,-5.5
36868,1994-11-04,1995,1,,LAC,POR,1382.451,1541.6613,0.2856739962548873,0.7143260037451127,1373.8621,1550.2502,,,,,,,100.0,121.0,102.9,0.46399999999999997,13.6,40.0,0.512,117.6,97.2,20.39999999999999,102.9,0.41600000000000004,14.3,24.5,0.373,97.2,117.6,-20.39999999999999
36869,1994-11-04,1995,0,,HOU,NJN,1621.7911,1532.8016,0.7479881477744259,0.252011852225574,1624.5602,1530.0326,,,,,,,90.0,86.0,99.7,0.374,18.6,32.7,0.198,86.2,90.3,-4.099999999999994,99.7,0.479,19.9,16.3,0.292,90.3,86.2,4.099999999999994
36870,1994-11-04,1995,0,,SAC,PHO,1415.5654,1601.7634,0.3784351385297864,0.6215648614702136,1435.9012,1581.4276,,,,,,,107.0,89.0,95.0,0.396,18.3,29.2,0.364,93.7,112.6,-18.89999999999999,95.0,0.494,13.6,47.8,0.2,112.6,93.7,18.89999999999999
36871,1994-11-04,1995,0,,WSB,ORL,1384.53,1576.7491,0.37031730551221853,0.6296826944877814,1391.0999,1570.1793,,,,,,,110.0,108.0,98.1,0.506,19.5,40.5,0.39,110.1,112.2,-2.1000000000000085,98.1,0.47100000000000003,9.8,27.3,0.337,112.2,110.1,2.1000000000000085
36872,1994-11-04,1995,0,,UTA,MIA,1594.6359,1510.3447,0.7428558943533564,0.2571441056466436,1599.5713,1505.4093,,,,,,,119.0,108.0,99.2,0.552,20.9,21.2,0.507,108.8,119.9,-11.100000000000009,99.2,0.506,15.2,41.0,0.457,119.9,108.8,11.100000000000009
36873,1994-11-04,1995,0,,SAS,GSW,1576.5996,1537.5773,0.6900336644623124,0.3099663355376876,1565.6722,1548.5046,,,,,,,118.0,123.0,104.1,0.5579999999999999,9.7,18.2,0.314,118.2,113.4,4.799999999999997,104.1,0.58,15.4,25.6,0.182,113.4,118.2,-4.799999999999997
36874,1994-11-05,1995,0,,ATL,DET,1572.6249,1319.1045,0.8844259159989909,0.1155740840010091,1555.2679,1336.4614,,,,,,,109.0,114.0,97.6,0.54,16.9,25.6,0.21600000000000003,105.8,101.2,4.599999999999994,97.6,0.484,16.7,25.5,0.204,101.2,105.8,-4.599999999999994
36875,1994-11-05,1995,0,,CHH,CLE,1508.7297,1551.0297,0.5822819019550568,0.4177180980449432,1497.6447,1562.1147,,,,,,,107.0,115.0,98.8,0.5489999999999999,15.7,37.8,0.321,116.4,108.3,8.100000000000009,98.8,0.489,14.3,34.1,0.225,108.3,116.4,-8.100000000000009
36876,1994-11-05,1995,0,,DAL,NJN,1319.1295,1530.0326,0.34560614849490834,0.6543938515050917,1333.1094,1516.0527,,,,,,,112.0,103.0,96.3,0.473,14.8,25.6,0.446,107.0,116.3,-9.299999999999997,96.3,0.465,13.1,45.8,0.38799999999999996,116.3,107.0,9.299999999999997
36877,1994-11-05,1995,0,,CHI,WSB,1585.4114,1391.0999,0.8447748084228336,0.1552251915771664,1576.4794,1400.0319,,,,,,,99.0,100.0,87.1,0.48200000000000004,18.0,38.1,0.256,104.0,102.9,1.0999999999999943,87.1,0.48100000000000004,21.5,42.5,0.325,102.9,104.0,-1.0999999999999943
36878,1994-11-05,1995,0,,ORL,PHI,1570.1793,1345.8903,0.8660826521874061,0.1339173478125939,1573.0425,1343.0271,,,,,,,122.0,107.0,101.2,0.488,16.9,31.1,0.282,105.7,120.5,-14.799999999999997,101.2,0.5489999999999999,14.7,43.9,0.228,120.5,105.7,14.799999999999997
36879,1994-11-05,1995,0,,DEN,GSW,1579.4174,1548.5046,0.6799614513724029,0.32003854862759706,1569.8105,1558.1115,,,,,,,104.0,108.0,94.5,0.586,17.9,27.0,0.25,114.3,110.1,4.200000000000003,94.5,0.489,11.4,35.7,0.17800000000000002,110.1,114.3,-4.200000000000003
36880,1994-11-05,1995,0,,MIN,HOU,1315.0299,1624.5602,0.23038237656389235,0.7696176234361076,1306.4016,1633.1885,,,,,,,85.0,115.0,97.4,0.605,13.9,23.5,0.128,118.0,87.2,30.799999999999997,97.4,0.46299999999999997,18.8,18.6,0.12300000000000001,87.2,118.0,-30.799999999999997
36881,1994-11-05,1995,0,,MIL,LAL,1348.1837,1443.8677,0.5062109038085867,0.4937890961914133,1352.1617,1439.8896,,,,,,,97.0,96.0,94.4,0.513,15.6,16.7,0.221,101.7,102.7,-1.0,94.4,0.5,18.1,33.3,0.26,102.7,101.7,1.0
36882,1994-11-05,1995,0,,IND,BOS,1614.5339,1419.6744,0.8451880147569986,0.15481198524300144,1616.9725,1417.2358,,,,,,,112.0,103.0,103.8,0.47100000000000003,19.5,37.8,0.256,99.2,107.9,-8.700000000000003,103.8,0.532,22.6,32.4,0.37200000000000005,107.9,99.2,8.700000000000003
36883,1994-11-05,1995,0,,SEA,UTA,1633.8234,1599.5713,0.6841299976016318,0.3158700023983681,1638.6226,1594.7721,,,,,,,110.0,103.0,105.2,0.526,20.7,21.1,0.28600000000000003,97.9,104.5,-6.599999999999994,105.2,0.435,17.0,22.0,0.725,104.5,97.9,6.599999999999994
