,result,season,team1,team2,d_ELO,d_NetRtg,d_SRS
28626,1,1987,PHO,LAL,-344.4408000000001,-13.157523444160274,-12.805264521015458
28627,0,1987,NJN,DAL,-195.8369,-10.356521739130436,-9.789617852594732
28628,0,1987,WSB,ATL,-189.02980000000002,-8.51212702472293,-8.23117716695447
28629,1,1987,IND,MIL,-88.93029999999999,-3.7538043478260894,-3.44842054645822
28630,1,1987,GSW,DET,-153.02769999999987,-6.066389599317986,-5.713580725846514
28631,1,1987,LAC,UTA,-265.61490000000003,-10.7731884057971,-10.699504394149237
28632,1,1987,SAC,PHO,2.3301000000001295,-0.7431677018633525,-0.2784892524082241
28633,1,1987,NJN,CHI,-96.21709999999985,-4.384285714285713,-4.058963227379399
28634,1,1987,LAL,DET,75.61539999999991,5.270579710144927,5.290450448211024
28635,1,1987,HOU,POR,-77.66420000000016,-2.649094567404426,-2.899307012977515
28636,1,1987,DEN,SEA,-33.346900000000005,-2.11549295774648,-1.9937289267350122
28637,1,1987,ATL,DAL,53.83629999999948,0.7799999999999976,0.846804023804463
28638,1,1987,WSB,BOS,-247.20170000000007,-8.776397515527949,-8.570106981698471
28639,1,1987,PHO,LAC,103.48519999999985,5.9066666666666645,6.068072341734597
28640,1,1987,PHI,NJN,122.04780000000005,4.599416498993962,4.397595975935339
28641,0,1987,CHI,BOS,-209.7050999999999,-6.9591549295774655,-6.940560125528119
28642,1,1987,IND,NYK,156.4317000000001,4.874285714285715,4.825807628068279
28643,1,1987,CLE,MIL,-166.48050000000012,-7.0912598880957,-6.971189733366192
28644,1,1987,UTA,SAS,103.62740000000008,5.321428571428571,5.365396647193953
28645,0,1987,SEA,GSW,23.59770000000003,2.4398809523809506,1.826477872372872
28646,0,1987,ATL,IND,167.1796999999999,7.073239436619717,6.580951070537339
28647,0,1987,WSB,DAL,-135.21580000000017,-7.605352112676056,-7.133234920156157
28648,1,1987,SAC,LAC,123.64470000000006,5.486056338028168,6.143791953203229
28649,0,1987,DEN,DET,-111.96989999999983,-4.731309523809525,-4.8973128077784995
28650,0,1987,HOU,LAL,-162.33109999999988,-7.606064162754304,-7.96181312313942
28651,1,1987,GSW,UTA,-29.627899999999954,-2.842253521126758,-2.39709271649685
28652,1,1987,BOS,PHI,174.76249999999982,6.444209702660407,6.329843898663826
28653,0,1987,CLE,DAL,-212.90279999999984,-9.97638888888889,-9.499163097258371
28654,1,1987,CHI,NYK,146.38650000000007,5.072515649452269,4.689672591352666
28655,0,1987,SAS,POR,-175.02789999999982,-8.23239436619718,-8.199994897849809
28656,0,1987,SEA,DET,-111.73880000000008,-3.0630136986301375,-3.375397118930393
28657,1,1987,DAL,LAC,362.5412000000001,15.98169014084507,15.805383927086732
28658,0,1987,CLE,PHI,-128.77740000000063,-4.167751141552512,-4.02034291140668
28659,1,1987,CHI,WSB,27.764899999999898,1.8920316419062297,1.4982572135896892
28660,1,1987,NYK,BOS,-374.4830000000002,-12.460749619482499,-11.89538316919748
28661,1,1987,LAL,HOU,182.4837,7.878139269406393,8.128603653981168
28662,1,1987,DEN,SAS,85.03629999999998,3.317998477929984,3.3117302120015104
28663,1,1987,POR,DET,-22.0933,0.37777777777777555,0.18867830565250365
28664,1,1987,UTA,PHO,121.22590000000014,4.237852112676057,3.9262443245599767
28665,1,1987,SEA,SAC,88.53920000000016,4.178603603603604,3.3254177724078207
28666,1,1987,PHO,HOU,-127.9360999999999,-4.588475975975976,-4.313630358138501
28667,1,1987,PHI,CLE,148.5254,4.440651610514625,4.184675707159668
28668,1,1987,NJN,NYK,45.97119999999995,0.8089992389649936,0.5869471052786337
28669,1,1987,MIL,ATL,-100.19640000000004,-3.857770270270267,-3.6565602609159824
28670,1,1987,IND,CHI,15.50630000000001,-0.5354729729729719,-0.07286560478291809
28671,1,1987,BOS,WSB,237.8632,8.91051051051051,8.421537238241257
28672,0,1987,SAS,UTA,-127.8768,-5.8123287671232875,-5.721425079188779
28673,0,1987,LAC,SAC,-135.3798999999999,-6.118683409436834,-6.56450844555566
28674,1,1987,DET,IND,72.6298999999999,3.0863013698630146,2.6039791222729582
28675,1,1987,DEN,GSW,-13.6404,0.4251876876876848,-0.07455421916250926
28676,0,1987,SEA,LAL,-205.03340000000003,-8.724858447488584,-9.036608493647293
28677,1,1987,WSB,CHI,-49.45830000000001,-2.7069954337899524,-2.162555549552261
28678,1,1987,BOS,DET,83.04489999999987,3.2854954954954945,3.2560182964541866
28679,0,1987,SAS,DEN,-114.03489999999988,-3.8291171171171157,-3.7583412166187173
28680,1,1987,ATL,NYK,289.82079999999996,11.668548685671972,11.071727504292795
28681,0,1987,POR,LAL,-110.20180000000005,-5.276712328767125,-5.43333520046995
28682,1,1987,DAL,GSW,158.36519999999996,8.580359126249535,8.048569199064449
28683,1,1987,PHO,UTA,-122.72340000000008,-4.362624953720846,-3.9493274577883533
28684,1,1987,NJN,PHI,-136.76260000000002,-4.804998148833764,-4.560835771187257
28685,0,1987,CLE,WSB,-70.22460000000001,-1.9823063063063087,-2.076410984721625
28686,1,1987,SAC,HOU,-86.16919999999982,-4.383495495495494,-3.8040506827340153
28687,1,1987,ATL,CHI,151.9619,6.572546230440967,6.440474386412525
28688,1,1987,NYK,IND,-160.5299,-5.016972972972973,-4.862329517882935
28689,1,1987,DAL,UTA,131.69669999999996,5.697333333333334,5.693033127221027
28690,1,1987,MIL,NJN,155.3751000000002,7.264774774774777,7.105031548530692
28691,0,1987,LAC,PHO,-152.7808,-6.758885597926692,-6.819694803923656
28692,0,1987,SEA,POR,-94.67470000000003,-3.280156472261733,-3.449264617625087
28693,1,1987,DET,MIL,38.929800000000114,0.4918947368421045,0.3930635703053378
28694,0,1987,DEN,LAL,-206.5223000000001,-9.877087719298247,-10.163138790135019
28695,1,1987,PHI,BOS,-163.91930000000002,-6.5582280701754385,-6.459780668637638
28696,0,1987,SAS,GSW,-97.15369999999984,-2.3454054054054065,-2.848797348856324
28697,0,1987,POR,HOU,105.99099999999999,3.034052631578947,3.2173728344846664
28698,1,1987,PHO,DAL,-225.30060000000003,-9.624894736842105,-9.326851097417162
28699,1,1987,NYK,PHI,-181.84899999999993,-5.90921052631579,-5.355818078833447
28700,1,1987,LAL,LAC,465.6286,18.828556187766715,18.854437210183526
28701,1,1987,ATL,CLE,280.75030000000015,11.363087719298246,10.77854118781803
28702,0,1987,UTA,SAC,78.50160000000005,3.9875087719298237,3.382437338157022
28703,0,1987,LAC,HOU,-249.47489999999993,-10.679238095238095,-10.384964852419424
28704,1,1987,IND,NJN,94.69309999999996,3.654666666666666,3.770422513593567
28705,1,1987,CHI,DET,-125.85330000000022,-3.6151572112098456,-3.5725666908606932
28706,0,1987,GSW,DEN,-26.614199999999983,-1.5414718614718583,-1.130419134853691
28707,1,1987,CLE,BOS,-322.2084,-11.197402597402599,-10.628316545988637
28708,0,1987,WSB,MIL,-89.4728,-4.804744588744589,-4.510692125261377
28709,0,1987,SEA,PHO,56.453599999999824,3.2279562542720455,3.0234822240317407
28710,1,1987,ATL,PHI,123.67660000000001,6.681425153793574,6.405082607251167
28711,0,1987,NJN,WSB,-65.11770000000001,-2.4855263157894747,-2.628342004194635
28712,1,1987,UTA,DAL,-140.4543000000001,-5.898701298701298,-5.787255720964169
28713,0,1987,SAS,SAC,-68.17510000000016,-1.5592105263157898,-2.1345305168515707
28714,1,1987,HOU,SAC,68.52499999999986,4.129070929070928,3.506715918665702
28715,0,1987,GSW,DAL,-148.2802999999999,-8.646086369770579,-8.056208622087118
28716,1,1987,CLE,IND,-103.45910000000003,-3.511875843454791,-3.3524236783294716
28717,1,1987,PHO,POR,-140.4909,-6.350136705399864,-6.281148996853963
28718,0,1987,LAC,LAL,-475.5626000000002,-19.28263841421736,-19.003854563810783
28719,1,1987,PHI,CHI,7.544200000000046,-0.5025641025641013,-0.42392557658791447
28720,0,1987,NYK,MIL,-196.6848,-8.144189144189147,-7.630576715223629
28721,1,1987,ATL,DET,64.51299999999992,3.806493506493504,3.4824253722071843
28722,1,1987,NJN,BOS,-264.5312000000001,-10.924658674658673,-10.526758635924267
28723,1,1987,LAL,SAS,358.08379999999966,14.067116217116215,14.033730015780673
28724,0,1987,WSB,IND,-17.720100000000002,-1.1831168831168815,-1.128619367530094
28725,1,1987,UTA,DEN,-4.878500000000031,1.5807692307692316,1.5613770948761907
28726,1,1987,POR,SEA,90.82799999999997,3.094155844155843,3.236740444549005
28727,0,1987,SAC,GSW,-14.5621000000001,-0.5058441558441573,-0.5558791409466717
28728,1,1987,PHO,SAS,84.73160000000007,2.1128205128205115,2.3148060799959542
28729,1,1987,HOU,DEN,10.948800000000574,1.9556962025316462,1.7389022045789329
28730,1,1987,MIL,CLE,166.96249999999986,7.005063291139243,6.556084646177149
28731,0,1987,LAC,DAL,-389.17820000000006,-16.606608581292125,-15.94221689711253
28732,0,1987,GSW,UTA,-45.50339999999983,-3.392891918208372,-2.876072279432674
28733,1,1987,CHI,IND,-1.0831000000000586,0.9601103537812385,0.7422815036715957
28734,1,1987,BOS,NYK,288.99339999999984,11.944741966893867,11.153599902322334
28735,1,1987,WSB,DET,-129.1853000000001,-5.232051282051282,-5.012036145289311
28736,1,1987,LAL,PHO,268.05590000000007,11.730379746835444,11.398392472161886
28737,1,1987,POR,LAC,337.55359999999996,13.903846153846152,13.463294578838884
28738,0,1987,NJN,ATL,-252.49779999999987,-11.41153846153846,-10.823932139590367
28739,0,1987,IND,ATL,-168.76839999999993,-8.026582278481012,-7.444600778967867
28740,1,1987,PHI,WSB,56.53799999999978,1.9607594936708845,1.6880943889970794
28741,0,1987,NYK,DET,-233.87969999999996,-8.95316455696203,-8.371167782375853
28742,0,1987,MIL,CHI,65.9034999999999,2.712500000000003,2.6810195882070174
28743,1,1987,SAC,SAS,70.24030000000016,1.7037974683544306,2.1107085159039274
28744,1,1987,SEA,UTA,-36.217800000000125,-0.4965348101265821,-0.41121141518493787
28745,1,1987,PHO,SAC,23.530199999999923,0.6312499999999988,0.5725480820776974
28746,0,1987,LAC,GSW,-220.40769999999998,-7.817721518987343,-7.715598831548201
28747,1,1987,DEN,POR,-77.83420000000001,-4.579810126582279,-4.540117933889379
28748,1,1987,CLE,NJN,13.361900000000105,0.5579430379746824,0.631783029800963
28749,1,1987,DAL,HOU,115.01110000000017,5.5649999999999995,5.400426531489295
28750,1,1987,SAS,POR,-203.66510000000017,-8.20375,-8.179803016096265
28751,1,1987,ATL,NJN,286.35119999999984,12.018749999999997,11.339751582278481
28752,1,1987,MIL,PHI,44.81099999999992,3.1967438271604953,3.104707024779262
28753,1,1987,DET,NYK,252.60120000000006,9.338750000000003,8.641375042403729
28754,0,1987,IND,BOS,-142.68280000000004,-7.01625,-6.372605016408815
28755,0,1987,GSW,PHO,2.4991999999999734,-0.08251543209876289,0.010353401815356822
28756,1,1987,WSB,CLE,44.85349999999994,1.8361419753086445,1.7874155852643698
28757,0,1987,LAC,SEA,-250.43629999999985,-10.712499999999997,-10.192247916023465
28758,0,1987,CHI,ATL,-138.66640000000007,-6.51604938271605,-6.1239537037037035
28759,1,1987,SAC,DEN,-92.93249999999989,-2.5604938271604927,-2.3444814814814823
28760,0,1987,UTA,LAL,-216.0725,-8.644429012345679,-8.502622598329006
28761,0,1987,PHI,IND,34.39409999999998,0.8074074074074075,0.42718574977416396
28762,0,1987,NYK,WSB,-131.442,-4.139506172839509,-3.6747916102077687
28763,1,1987,HOU,DAL,-120.94489999999996,-5.644444444444445,-5.404146849593496
28764,1,1987,DET,NJN,208.5179999999998,8.353086419753089,7.813977774013852
28765,1,1987,BOS,CHI,124.13049999999998,5.692788316772059,5.271160947124731
28766,1,1987,POR,UTA,38.79870000000005,2.4862691960252925,2.3042760671647082
28767,1,1987,SAS,LAL,-365.16370000000006,-14.233333333333333,-14.020934815821551
28768,1,1987,MIL,DET,-8.183099999999968,0.23292682926829267,0.3139611562782285
28769,1,1987,DEN,HOU,-28.435999999999922,-2.109756097560976,-1.9716290274013846
28770,1,1987,DAL,SAC,189.4860000000001,9.514634146341463,8.892640770852154
28771,1,1987,CLE,NYK,96.36099999999988,2.370731707317074,2.061613971695272
28772,0,1987,SEA,GSW,37.863000000000056,3.1444444444444426,2.719915499849443
28773,1,1987,PHO,LAC,249.4197999999999,8.328816621499545,7.993655665652227
28774,0,1987,NJN,IND,-111.06859999999983,-4.118292682926828,-4.077970436397805
28775,0,1987,WSB,PHI,-17.81359999999995,-1.1963414634146325,-1.0578156709947288
28776,1,1987,POR,SAS,154.22119999999995,7.7329268292682904,7.502681856604376
28777,1,1987,BOS,ATL,-22.133100000000013,-0.8646341463414613,-0.7943482330405631
28778,0,1987,LAL,SEA,228.3864000000001,8.58780487804878,8.52271002710027
28779,1,1987,GSW,LAC,249.6232,8.309756097560976,8.106666666666667
28780,1,1987,BOS,CHI,136.30369999999994,5.761445783132532,5.353561563326476
28781,1,1987,LAL,DEN,174.25919999999996,9.618072289156627,9.362187775492213
28782,1,1987,DAL,SEA,123.59400000000005,5.696385542168675,5.376782390887592
28783,1,1987,UTA,GSW,28.64300000000003,2.5843373493975883,2.5670027146915184
28784,0,1987,POR,HOU,19.549999999999955,1.9674698795180716,1.9130631935407132
28785,1,1987,MIL,PHI,78.64869999999996,4.008433734939761,3.9466794005289456
28786,1,1987,DET,WSB,107.26960000000008,4.779518072289157,4.48998747603655
28787,1,1987,ATL,IND,170.4142999999999,7.948192771084337,7.290079691588654
28788,1,1987,UTA,GSW,43.70440000000008,2.8964285714285696,2.8181314068667094
28789,1,1987,LAL,DEN,187.40589999999997,10.244047619047619,9.853785301985507
28790,0,1987,DAL,SEA,136.4475,6.092857142857142,5.739385431368078
28791,1,1987,POR,HOU,-10.999199999999973,1.7059523809523804,1.648956507817237
28792,0,1987,MIL,PHI,83.80230000000006,4.034523809523811,3.922991967871485
28793,1,1987,ATL,IND,178.46479999999997,8.26309523809524,7.465480718052935
28794,1,1987,DET,WSB,117.53839999999991,5.0773809523809526,4.687911967196517
28795,1,1987,BOS,CHI,140.6482000000001,5.8000000000000025,5.303212627771386
28796,1,1987,SEA,DAL,-117.47530000000006,-5.971764705882351,-5.557237302149775
28797,1,1987,HOU,POR,-6.142100000000028,-1.9988235294117636,-1.8936333251709208
28798,0,1987,CHI,BOS,-147.1833999999999,-5.974117647058826,-5.369177516789847
28799,1,1987,GSW,UTA,-49.806299999999965,-2.9376470588235275,-2.808909717627594
28800,0,1987,DEN,LAL,-193.4801,-10.38,-9.889160114956601
28801,0,1987,WSB,DET,-139.13999999999987,-5.937647058823529,-5.492730489870366
28802,0,1987,PHI,MIL,-64.3406,-3.9235294117647075,-3.7774699205263502
28803,1,1987,IND,ATL,-180.68039999999996,-8.194117647058825,-7.313943960324393
28804,1,1987,SEA,DAL,-95.36809999999946,-5.667441860465115,-5.206322367445155
28805,1,1987,HOU,POR,7.1896999999999025,-1.761627906976743,-1.6804836139690615
28806,1,1987,GSW,UTA,-27.63299999999981,-2.5593023255813927,-2.414435658952617
28807,0,1987,IND,ATL,-155.12180000000012,-7.870930232558142,-6.956885731709327
28808,1,1987,PHI,MIL,-73.51289999999995,-3.898837209302327,-3.7115047879616965
28809,0,1987,HOU,SEA,18.8279,0.5666666666666661,0.3808499251289865
28810,0,1987,UTA,GSW,18.131500000000187,2.4287356321839058,2.274862236494445
28811,1,1987,MIL,PHI,59.52070000000003,3.7137931034482765,3.5034836631170623
28812,0,1987,ATL,DET,63.54449999999997,3.1335338144881044,2.9971222123721883
28813,1,1987,BOS,MIL,87.92049999999995,2.9218287526427056,2.683117000009122
28814,1,1987,ATL,DET,50.16289999999981,3.0732889237199577,2.9106813239134763
28815,0,1987,HOU,SEA,-1.846699999999828,0.4511363636363629,0.2631068327504028
28816,1,1987,LAL,GSW,234.75220000000013,11.482320295983085,11.124235456874999
28817,1,1987,BOS,MIL,98.70709999999985,3.1691204959318076,2.8959187094610406
28818,0,1987,SEA,HOU,15.220199999999977,-0.3988764044943811,-0.2151941474084036
28819,1,1987,LAL,GSW,238.65499999999997,11.548637479013301,11.058490716303798
28820,1,1987,MIL,BOS,-102.73630000000003,-3.1771464646464636,-2.8717527144128963
28821,1,1987,DET,ATL,-63.132500000000164,-3.3488636363636357,-3.1120336685388215
28822,0,1987,GSW,LAL,-243.9353000000001,-11.75732323232323,-11.115467129628394
28823,1,1987,SEA,HOU,-29.07030000000009,-0.849999999999999,-0.5747194793746322
28824,0,1987,MIL,BOS,-88.51950000000011,-3.036115569823433,-2.7072460660789965
28825,1,1987,GSW,LAL,-264.8375999999994,-12.205864921595257,-11.367001634076303
28826,1,1987,DET,ATL,-46.221700000000055,-3.090873907615481,-2.8632773120266872
28827,1,1987,LAL,GSW,234.68000000000006,11.899420289855072,10.959978670786974
28828,1,1987,HOU,SEA,8.720199999999977,0.4956043956043945,0.2657002943298642
28829,0,1987,ATL,DET,39.66139999999996,3.033052503052503,2.782373951504225
28830,0,1987,BOS,MIL,96.94769999999994,3.021304347826085,2.666768457754131
28831,1,1987,SEA,HOU,-17.744100000000117,-0.5989130434782599,-0.35520330427913294
28832,1,1987,MIL,BOS,-71.66909999999984,-2.882913860333213,-2.5133026419000246
28833,1,1987,LAL,SEA,183.27639999999997,8.83757532789791,8.196543922702043
28834,1,1987,BOS,MIL,53.025300000000016,2.644287696577241,2.272256668581294
28835,1,1987,BOS,DET,35.259000000000015,2.4883020205600825,2.3287180583099003
28836,1,1987,LAL,SEA,187.03390000000013,8.861817761332102,8.11394301777107
28837,1,1987,BOS,DET,49.17319999999995,2.755203515263643,2.5404018515898095
28838,1,1987,DET,BOS,-59.52519999999936,-2.931284663271079,-2.6637842736529476
28839,0,1987,SEA,LAL,-191.78319999999985,-8.949405772495757,-8.091330640364692
28840,1,1987,DET,BOS,-33.44160000000011,-2.522517730496452,-2.261350013433514
28841,0,1987,SEA,LAL,-197.3696,-8.875155141843972,-7.934629232652887
28842,1,1987,BOS,DET,3.0860000000000127,1.957645143787302,1.7242046482315754
28843,1,1987,DET,BOS,-8.401000000000067,-1.9590986394557808,-1.7074473906601542
28844,1,1987,BOS,DET,-4.157799999999952,1.7706862438821185,1.528150515528944
28845,1,1987,LAL,BOS,76.77070000000003,3.96984210526316,3.1137360971875596
28846,1,1987,LAL,BOS,88.17110000000025,4.185695132013202,3.2941725548418477
28847,1,1987,BOS,LAL,-102.07029999999986,-4.50790378006873,-3.5824909450816254
28848,0,1987,BOS,LAL,-86.4867999999999,-4.327937388547653,-3.3858610930211546
28849,1,1987,BOS,LAL,-94.97649999999999,-4.303409090909093,-3.326054939985508
28850,1,1987,LAL,BOS,68.54509999999982,3.953380952380953,2.9770934443058987
28851,1,1988,SAC,GSW,-38.36169999999993,-0.8999999999999915,-0.7999999999999998
28852,1,1988,POR,PHO,44.73519999999985,5.200000000000003,5.199999999999999
28853,1,1988,ATL,WSB,137.6848,8.699999999999989,8.2
28854,1,1988,DEN,LAC,208.13749999999982,10.19999999999999,9.86
28855,1,1988,PHI,IND,12.507499999999936,0.3999999999999915,0.28
28856,1,1988,DAL,UTA,81.23250000000007,5.8000000000000105,5.5
28857,1,1988,BOS,MIL,32.52350000000001,2.7999999999999963,2.5300000000000002
28858,0,1988,NJN,CLE,-34.45600000000013,-1.0999999999999943,-1.23
28859,1,1988,DET,NYK,251.01639999999998,9.700000000000003,8.93
28860,1,1988,LAL,SEA,172.0447999999999,8.699999999999989,8.24
28861,1,1988,HOU,SAS,118.10090000000014,5.899999999999992,5.6899999999999995
28862,1,1988,ATL,CLE,164.5257999999999,11.450000000000005,7.365
28863,1,1988,MIL,DET,-41.75150000000008,-12.950000000000003,6.694999999999999
28864,0,1988,LAC,POR,-251.75610000000006,-33.15,-6.494999999999997
28865,1,1988,CHI,PHI,-11.996899999999869,-5.700000000000002,1.6849999999999998
28866,1,1988,IND,NYK,137.4842000000001,1.0000000000000009,2.5966666666666667
28867,0,1988,GSW,DEN,-29.76019999999994,-33.0,2.1316666666666695
28868,1,1988,UTA,SAC,19.66820000000007,-11.85000000000001,2.406666666666667
28869,1,1988,SEA,PHO,39.2799,6.000000000000001,-0.9433333333333298
28870,1,1988,SAS,DAL,-154.9766000000002,-9.299999999999997,-12.666666666666668
28871,0,1988,WSB,BOS,-155.68300000000022,-20.85,-10.569999999999999
28872,1,1988,LAL,HOU,147.0404000000001,3.1499999999999915,3.0033333333333347
28873,0,1988,NYK,BOS,-270.09770000000003,-17.533333333333342,-15.265
28874,1,1988,LAC,UTA,-226.7415000000001,-30.466666666666665,-16.74666666666667
28875,1,1988,IND,DET,-103.12750000000005,-0.6000000000000044,-0.048333333333332895
28876,0,1988,ATL,CHI,96.60369999999989,4.899999999999993,0.16666666666666696
28877,1,1988,PHO,GSW,0.9127000000000862,0.3000000000000025,0.9133333333333322
28878,1,1988,MIL,WSB,119.81490000000008,6.666666666666671,3.66125
28879,0,1988,SEA,DAL,-29.260499999999865,8.500000000000007,7.7233333333333345
28880,0,1988,POR,HOU,4.0598999999999705,13.766666666666662,-2.2654166666666695
28881,0,1988,SAS,LAL,-251.60469999999987,-3.3999999999999946,-2.6533333333333333
28882,1,1988,SAC,DEN,-53.81819999999993,-13.066666666666658,-5.387916666666667
28883,1,1988,BOS,IND,123.27289999999994,8.050000000000004,6.188888888888888
28884,0,1988,NJN,CHI,-143.0494000000001,-12.63333333333334,-17.673750000000002
28885,1,1988,GSW,PHO,-17.989299999999957,-6.874999999999998,-3.206666666666667
28886,0,1988,CLE,MIL,-141.13509999999997,-5.833333333333336,-6.579583333333333
28887,0,1988,NYK,ATL,-247.57330000000002,-14.875,-11.663333333333334
28888,1,1988,UTA,DAL,-88.12250000000017,0.8500000000000023,-3.4841666666666677
28889,1,1988,SAS,SEA,-67.86650000000009,1.8499999999999952,4.506
28890,0,1988,SAC,HOU,-84.07460000000015,1.974999999999998,-0.3026666666666671
28891,1,1988,LAL,LAC,408.83719999999994,22.724999999999994,17.3915
28892,1,1988,DEN,POR,-29.056100000000015,-0.04999999999999716,1.1420000000000021
28893,1,1988,BOS,CLE,195.635,12.835000000000008,8.52148611111111
28894,1,1988,CHI,NJN,159.5487999999998,14.291666666666671,12.833583333333333
28895,1,1988,WSB,NYK,109.71119999999996,-0.7300000000000004,3.041416666666665
28896,1,1988,UTA,PHO,35.55840000000012,13.280000000000001,9.42
28897,0,1988,DAL,SEA,50.86789999999996,-3.68000000000001,0.5126666666666673
28898,0,1988,PHI,DET,-80.99169999999981,1.7083333333333264,7.006111111111111
28899,1,1988,LAC,GSW,-179.6074000000001,-12.059999999999999,-3.30716666666667
28900,1,1988,PHO,SAS,15.112600000000157,-9.506666666666666,-11.775466666666667
28901,0,1988,CLE,DET,-179.5889000000002,-8.820000000000007,-3.9352916666666657
28902,1,1988,NYK,MIL,-250.67540000000008,-12.196666666666669,-10.915016666666666
28903,0,1988,CHI,IND,49.635299999999916,12.5,5.979857142857142
28904,1,1988,ATL,PHI,99.6599000000001,8.679999999999998,2.1917261904761913
28905,1,1988,HOU,UTA,46.81759999999986,-7.126666666666663,3.449657142857143
28906,1,1988,DAL,POR,11.641599999999926,-10.11666666666667,-5.809392857142857
28907,0,1988,GSW,LAL,-239.6221999999998,-17.343333333333327,-17.525397619047617
28908,1,1988,DEN,SAC,49.7645,6.7799999999999985,-0.04809523809523775
28909,0,1988,IND,BOS,-129.4833000000001,-12.366666666666669,-6.658533333333334
28910,1,1988,HOU,SEA,49.024200000000064,2.4166666666666643,6.579571428571429
28911,1,1988,LAL,SAS,269.05809999999997,11.58333333333333,6.766619047619047
28912,0,1988,NJN,WSB,-78.56889999999999,-3.8799999999999955,-4.714888888888886
28913,1,1988,MIL,ATL,-21.706500000000005,-4.466666666666664,-1.1760476190476195
28914,1,1988,CLE,BOS,-218.15289999999982,-16.654761904761912,-10.629484126984128
28915,1,1988,CHI,WSB,76.94130000000018,12.000000000000004,7.361892857142857
28916,1,1988,NJN,HOU,-173.96080000000006,-10.791428571428572,-11.637857142857143
28917,1,1988,MIL,GSW,151.8496,9.914285714285711,11.676517857142859
28918,1,1988,LAL,POR,191.49170000000004,10.040476190476188,8.121162698412698
28919,0,1988,SAC,IND,-62.94490000000019,1.238095238095241,4.196178571428572
28920,1,1988,UTA,DEN,-16.139799999999923,-4.373809523809523,-4.235492063492063
28921,1,1988,SAS,LAC,138.17729999999983,12.07142857142857,12.596785714285717
28922,1,1988,PHO,UTA,-47.84940000000006,-11.76607142857143,-11.76987244897959
28923,0,1988,DET,PHI,131.69049999999993,13.113333333333333,5.973383928571428
28924,0,1988,DEN,IND,-17.978200000000015,8.076785714285716,3.7391080876795133
28925,1,1988,DAL,LAC,247.52379999999994,9.04285714285714,8.73588955026455
28926,1,1988,BOS,NYK,264.1932999999999,11.84107142857143,7.77906462585034
28927,1,1988,ATL,GSW,162.97690000000011,11.808928571428567,10.897548185941044
28928,0,1988,WSB,CHI,-82.82069999999999,-11.48571428571429,-6.709814814814815
28929,1,1988,SEA,POR,-0.5648000000001048,1.8714285714285774,2.3730357142857152
28930,1,1988,NJN,NYK,28.824100000000044,-1.0041666666666647,-2.338496031746032
28931,0,1988,CLE,HOU,-91.85419999999999,-4.846428571428573,-2.5298167044595616
28932,0,1988,SAC,MIL,-172.55349999999999,-7.962499999999999,-5.2252645502645505
28933,1,1988,SEA,MIL,-100.1993,-4.273611111111106,-2.9353025793650787
28934,1,1988,DEN,SAS,64.49900000000002,7.412500000000002,3.593571428571428
28935,1,1988,POR,WSB,31.041999999999916,1.2250000000000019,-0.7419058956916103
28936,1,1988,CHI,ATL,-48.59210000000007,1.9250000000000025,1.0100102040816328
28937,0,1988,PHO,LAC,181.20990000000006,9.087499999999999,6.855337301587302
28938,1,1988,DET,GSW,177.45100000000002,10.084126984126984,7.356175925925926
28939,1,1988,PHI,BOS,-114.32209999999986,-11.438888888888888,-3.9858055555555567
28940,1,1988,LAL,DAL,169.1502999999998,15.037500000000001,13.135460317460318
28941,1,1988,UTA,IND,-42.26760000000013,3.76666666666667,-0.13633928571428644
28942,1,1988,ATL,HOU,45.760299999999916,1.6888888888888873,0.21747718253968262
28943,1,1988,NYK,GSW,-78.55659999999989,2.89888888888889,2.512384479717813
28944,0,1988,NJN,BOS,-211.05629999999996,-7.111428571428572,-4.729605379188713
28945,0,1988,CHI,DET,-60.75369999999998,0.25833333333333197,-0.16868847917954888
28946,0,1988,LAC,DEN,-183.43499999999995,-15.366666666666667,-13.401805555555555
28947,1,1988,CLE,PHI,-87.89470000000006,-3.0625000000000018,-5.000621091871091
28948,1,1988,SEA,WSB,54.80040000000008,6.011111111111117,5.412301452020202
28949,1,1988,SAS,UTA,-93.47629999999981,-10.30666666666667,-6.39262962962963
28950,0,1988,SAC,DAL,-108.31700000000001,-1.13055555555555,-1.327073051948052
28951,0,1988,LAL,MIL,103.47849999999994,7.958888888888887,6.683710016835016
28952,1,1988,POR,IND,-13.79340000000002,2.083333333333335,-0.6840756172839513
28953,0,1988,NYK,SAS,-57.725799999999936,-0.8399999999999967,-3.6302870370370366
28954,0,1988,BOS,CHI,59.345600000000104,-2.1818181818181817,-3.0067700056116715
28955,0,1988,HOU,DET,-84.8139000000001,-5.421111111111113,-3.005696689113356
28956,0,1988,GSW,LAC,119.79369999999994,1.1554545454545462,0.49984927048260364
28957,1,1988,DEN,NJN,117.93399999999997,12.047500000000001,10.1142537678371
28958,1,1988,PHI,CLE,64.46929999999998,-0.5749999999999986,1.7815054112554107
28959,1,1988,POR,SAC,96.73689999999988,4.322222222222218,2.058624719416385
28960,1,1988,UTA,WSB,61.46350000000007,13.23,10.447892592592593
28961,1,1988,SEA,LAL,-168.6766,-7.449999999999995,-6.667455667789001
28962,0,1988,CLE,NYK,97.94309999999996,1.7990909090909069,3.7677433221099883
